,user,enrolled,predicted_results
345,304122,0,0
346,68540,1,1
347,230802,0,0
348,234255,1,1
349,48681,0,0
350,287735,0,0
351,181016,1,1
352,159747,1,1
353,65794,0,0
354,92890,0,0
355,215649,0,0
356,330661,1,1
357,60240,1,1
358,344733,1,1
359,350297,1,1
360,99281,1,1
361,109090,1,1
362,106130,0,1
363,169091,1,1
364,109627,1,1
365,181103,0,0
366,224754,0,0
367,311417,1,1
368,288636,1,1
369,336033,1,1
370,30262,1,1
371,106707,0,0
372,368493,0,0
373,243707,1,0
374,15344,1,1
375,71113,1,1
376,193484,1,1
377,340491,0,0
378,51332,1,0
379,45134,0,0
380,7205,0,0
381,146508,1,1
382,29192,0,1
383,218734,1,1
384,22778,0,0
385,143412,0,1
386,10993,0,0
387,62107,0,0
388,355297,1,1
389,357912,1,1
390,325332,0,0
391,292896,1,1
392,181762,1,1
393,98174,0,0
394,87058,0,0
395,303693,0,1
396,30259,0,0
397,3818,0,0
398,349822,0,0
399,10749,1,0
400,167536,0,0
401,110586,1,0
402,351138,1,1
403,315115,1,1
404,278599,1,1
405,316189,1,1
406,281896,1,1
407,120037,1,1
408,129693,0,1
409,302857,1,1
410,372333,1,1
411,236773,0,0
412,189775,0,0
413,263990,1,1
414,219889,1,1
415,198605,1,1
416,193475,0,0
417,329102,0,0
418,181463,0,0
419,84264,0,0
420,2958,0,0
421,362764,0,0
422,197562,1,1
423,144544,0,1
424,60601,0,0
425,309046,1,1
426,301150,0,1
427,229452,1,1
428,265102,0,0
429,148005,1,1
430,211817,1,1
431,298173,1,1
432,40582,1,0
433,319694,1,1
434,26910,1,1
435,308903,1,1
436,367282,1,1
437,103060,0,0
438,30979,1,1
439,161188,1,1
440,325270,1,1
441,147407,0,1
442,345106,1,1
443,341320,0,0
444,274277,0,1
445,318193,1,0
446,302676,0,0
447,284640,0,0
448,135194,0,1
449,63595,1,1
450,30970,0,0
451,178533,1,1
452,273759,0,0
453,291990,1,1
454,218432,0,0
455,51282,0,0
456,189530,0,0
457,262540,1,0
458,199645,1,1
459,336703,1,1
460,337562,1,1
461,254592,0,1
462,185378,0,0
463,230312,1,1
464,367380,0,0
465,148142,0,0
466,110108,0,0
467,115701,1,0
468,258474,0,0
469,16678,0,0
470,318280,1,0
471,290836,1,1
472,318113,0,0
473,252131,1,0
474,164731,1,0
475,17773,1,1
476,190306,1,0
477,137798,0,0
478,277336,0,1
479,2255,0,0
480,312346,0,0
481,144560,1,1
482,18298,1,1
483,119852,1,1
484,343429,0,0
485,24971,0,0
486,146971,1,0
487,218982,0,0
488,272021,1,1
489,181630,0,1
490,134740,1,1
491,25352,0,0
492,34955,1,0
493,85337,0,0
494,103490,1,1
495,238810,1,1
496,207211,0,0
497,213715,1,1
498,30765,1,1
499,135724,1,1
500,27733,1,1
501,127643,1,1
502,98608,0,0
503,2220,0,0
504,295612,1,0
505,105993,0,0
506,15712,0,0
507,202188,1,1
508,129625,1,1
509,325058,0,0
510,71965,1,0
511,239448,0,0
512,325475,1,1
513,148039,1,1
514,98752,0,0
515,168869,0,0
516,371775,1,0
517,190255,1,1
518,260236,0,0
519,316623,0,0
520,254294,0,0
521,354076,0,0
522,181747,0,0
523,155863,1,0
524,9619,0,0
525,304132,1,1
526,355892,0,0
527,249541,1,1
528,94438,0,0
529,89591,0,0
530,217344,0,0
531,74858,1,1
532,261267,1,1
533,270415,1,1
534,346965,0,1
535,328935,1,1
536,179264,1,0
537,203072,1,1
538,281170,1,1
539,294407,0,0
540,284786,0,0
541,281352,0,0
542,295103,0,0
543,153555,0,0
544,116811,1,1
545,12324,0,0
546,370365,1,1
547,18715,1,1
548,302287,0,1
549,209041,0,0
550,64912,0,0
551,88130,1,1
552,239514,0,0
553,137871,0,0
554,168397,0,0
555,22670,0,1
556,332340,1,0
557,207235,1,1
558,271982,1,0
559,245859,1,1
560,332087,0,0
561,260372,0,0
562,359357,0,0
563,45235,1,1
564,280599,0,0
565,106958,1,1
566,78079,1,1
567,35448,1,0
568,287688,1,1
569,130454,1,1
570,97737,0,0
571,135401,1,1
572,65705,0,1
573,339023,0,1
574,29187,0,1
575,113872,0,0
576,285031,1,1
577,280111,1,1
578,59133,0,0
579,121308,0,0
580,35883,1,1
581,302231,1,0
582,266052,1,1
583,222745,1,1
584,294011,1,1
585,298930,0,1
586,41736,1,1
587,177391,0,0
588,53610,0,0
589,9488,0,0
590,235257,0,0
591,346815,0,0
592,245919,0,0
593,29206,1,1
594,122496,0,0
595,278218,0,0
596,49954,0,0
597,87482,0,0
598,116330,1,1
599,319093,1,1
600,178317,1,1
601,63202,1,1
602,163668,0,0
603,96315,1,1
604,311950,1,1
605,366951,0,0
606,182339,1,0
607,39839,0,0
608,5926,1,0
609,91158,1,1
610,71939,0,0
611,64217,0,0
612,290162,1,1
613,212827,1,1
614,363838,0,0
615,184349,1,1
616,119280,0,0
617,315826,1,1
618,305709,0,0
619,39729,1,0
620,135164,0,0
621,201341,1,1
622,193781,0,0
623,150721,0,0
624,79506,0,0
625,201198,0,0
626,143939,1,1
627,91001,0,0
628,228796,0,1
629,278901,1,0
630,255755,0,0
631,92589,1,1
632,290089,1,1
633,40693,1,1
634,238491,1,1
635,131809,1,1
636,190840,0,0
637,28617,0,0
638,199099,0,0
639,125294,1,0
640,281325,1,0
641,273925,0,0
642,26425,0,0
643,87727,0,0
644,349264,1,1
645,40549,0,0
646,369067,0,0
647,349188,0,0
648,347182,0,0
649,79407,0,0
650,10403,0,0
651,373365,1,1
652,155537,1,1
653,13599,1,1
654,222327,1,1
655,199899,0,0
656,345415,1,0
657,301622,1,0
658,147394,0,1
659,132132,1,1
660,278961,1,0
661,21041,0,0
662,343930,1,1
663,318942,1,1
664,284249,1,0
665,111848,1,0
666,274218,0,0
667,294376,1,1
668,141226,0,0
669,276682,1,1
670,221643,0,0
671,170517,1,1
672,83362,1,1
673,173688,1,1
674,260264,0,0
675,147417,0,0
676,17951,0,0
677,65782,0,0
678,20270,0,0
679,257237,0,0
680,44279,1,0
681,170827,1,1
682,152067,1,1
683,14112,0,1
684,69378,1,1
685,145659,1,1
686,21277,1,0
687,122106,0,0
688,36247,0,0
689,78674,1,1
690,31268,1,1
691,327100,0,0
692,278538,1,1
693,306062,1,0
694,202116,0,0
695,48187,0,0
696,321604,0,0
697,19658,1,1
698,200699,0,1
699,208218,1,1
700,155252,1,1
701,266466,1,1
702,4230,1,1
703,157161,0,0
704,111953,0,0
705,239285,0,0
706,33134,0,1
707,45238,1,1
708,298156,1,1
709,140903,0,0
710,102543,0,0
711,96745,0,0
712,201813,1,1
713,113658,1,1
714,196120,1,1
715,22094,0,0
716,360980,0,1
717,193285,0,0
718,49835,1,1
719,256672,0,1
720,70163,0,0
721,138684,0,0
722,132255,1,1
723,230292,0,0
724,296270,0,1
725,285149,1,0
726,246890,1,1
727,39857,1,0
728,94067,1,1
729,145742,1,1
730,194858,1,1
731,247820,1,1
732,164715,1,1
733,13408,0,0
734,98966,1,1
735,276851,1,1
736,118330,0,0
737,265136,1,1
738,1703,1,0
739,176039,0,1
740,82381,1,1
741,366257,1,1
742,103177,1,1
743,293729,1,1
744,151964,1,1
745,28126,1,1
746,78613,1,1
747,168182,1,1
748,11455,1,1
749,310121,1,1
750,330444,1,1
751,24922,0,0
752,192258,1,1
753,361326,1,1
754,38053,1,1
755,194703,0,0
756,171767,0,0
757,366253,1,1
758,138909,1,1
759,232820,0,0
760,103269,1,0
761,308483,0,0
762,49318,0,0
763,24155,1,1
764,168219,0,0
765,37559,1,1
766,136211,1,1
767,349926,1,1
768,125542,1,1
769,336510,0,0
770,210894,0,0
771,37941,0,0
772,290539,1,1
773,341752,1,1
774,190611,0,0
775,285924,1,1
776,204750,0,1
777,272204,1,0
778,270263,0,0
779,119555,0,0
780,209234,1,0
781,192594,1,1
782,58495,1,0
783,132349,1,1
784,161011,1,1
785,143034,1,1
786,35941,1,1
787,211178,0,0
788,38926,1,1
789,264871,0,0
790,28571,1,0
791,9272,0,0
792,311506,1,0
793,16457,0,0
794,124868,0,1
795,202127,0,0
796,147191,1,0
797,102985,1,1
798,337326,0,1
799,315047,0,1
800,248898,1,1
801,246387,1,1
802,109306,0,0
803,255589,1,1
804,199097,1,1
805,302386,0,0
806,137082,1,1
807,83192,1,1
808,201669,1,1
809,121958,0,0
810,194153,0,0
811,252227,0,0
812,72593,0,0
813,181910,0,0
814,260074,0,0
815,305829,1,1
816,248164,1,1
817,105529,1,1
818,300743,0,1
819,44649,0,1
820,291209,1,0
821,227702,1,1
822,45903,0,0
823,249027,0,0
824,186639,0,1
825,191271,0,1
826,319516,1,1
827,273354,1,1
828,253439,0,0
829,83038,0,0
830,159705,1,1
831,76373,0,0
832,354805,1,1
833,28272,0,1
834,319326,0,0
835,244755,0,0
836,96279,0,0
837,53476,0,0
838,326027,1,1
839,156166,1,1
840,312823,1,1
841,259272,0,1
842,21940,0,0
843,171713,1,1
844,77955,0,1
845,94410,1,1
846,330714,0,0
847,269678,0,1
848,111291,0,0
849,303152,1,1
850,2914,1,1
851,148224,1,1
852,16252,1,1
853,260859,0,0
854,191356,0,0
855,31489,1,0
856,92960,1,0
857,243690,0,0
858,346832,0,0
859,63074,1,0
860,257665,0,0
861,298418,0,0
862,302299,0,1
863,171160,0,0
864,302801,1,0
865,281449,1,0
866,89565,1,1
867,362121,0,0
868,50420,0,1
869,225807,0,0
870,305465,1,1
871,17323,1,1
872,128731,1,0
873,202470,0,1
874,147864,1,1
875,285522,1,1
876,122892,1,0
877,58808,1,1
878,228227,1,0
879,60217,1,1
880,92571,0,0
881,160823,1,1
882,221592,1,1
883,206132,0,1
884,122506,1,1
885,117343,0,0
886,283822,1,1
887,330880,1,0
888,218879,1,1
889,152630,0,0
890,259084,1,0
891,197592,1,0
892,137921,0,0
893,246036,1,1
894,179755,1,1
895,107427,1,1
896,20625,1,0
897,332070,0,0
898,200425,1,1
899,301157,1,0
900,318467,0,0
901,183737,0,0
902,347760,0,0
903,328982,0,0
904,182674,1,1
905,222675,0,0
906,143588,1,1
907,357012,0,0
908,275283,1,0
909,278731,0,1
910,203476,0,0
911,52785,1,1
912,199755,0,0
913,270689,1,1
914,319950,1,1
915,187542,1,1
916,234454,1,0
917,342540,0,1
918,273498,1,0
919,33116,0,0
920,169299,0,0
921,44859,1,1
922,185918,1,1
923,198859,0,0
924,360157,0,0
925,137629,0,0
926,32568,1,1
927,66774,0,0
928,299032,1,0
929,230040,0,0
930,244545,1,1
931,171003,0,0
932,80758,0,0
933,1085,1,1
934,44623,0,0
935,64315,1,1
936,208710,1,0
937,340379,0,0
938,136450,1,0
939,353697,1,1
940,52769,0,0
941,37110,1,1
942,326984,0,1
943,227218,1,1
944,54545,0,0
945,331311,0,0
946,308313,0,0
947,109698,1,1
948,126607,1,0
949,73567,0,1
950,79511,1,0
951,185963,0,0
952,324964,0,0
953,17958,0,1
954,184832,1,1
955,182969,1,1
956,244554,1,0
957,195548,0,0
958,238258,1,1
959,89746,0,1
960,65763,1,1
961,329217,1,1
962,298379,1,1
963,92057,1,1
964,279247,1,1
965,338739,1,0
966,173618,0,0
967,263139,1,0
968,41660,0,0
969,20413,1,1
970,204666,1,1
971,242940,1,1
972,156487,1,1
973,198472,1,0
974,52812,0,1
975,45249,0,0
976,178079,1,1
977,71325,1,0
978,283164,1,1
979,25246,0,0
980,106304,0,0
981,289321,0,0
982,308643,0,0
983,40730,1,0
984,347872,1,1
985,307370,0,1
986,77200,1,1
987,338552,1,1
988,88710,0,0
989,118260,0,0
990,366494,0,0
991,125080,0,0
992,97405,1,0
993,116866,1,0
994,166727,0,1
995,268203,1,0
996,233914,0,0
997,105169,0,1
998,236502,0,0
999,104513,1,1
1000,243196,0,0
1001,115173,1,1
1002,222197,1,0
1003,86398,1,1
1004,355577,0,0
1005,67201,0,0
1006,265155,0,0
1007,51912,0,1
1008,224345,1,1
1009,347689,1,1
1010,285320,1,1
1011,9330,1,1
1012,45125,1,0
1013,317687,1,1
1014,287592,0,0
1015,19440,0,0
1016,310673,1,0
1017,43960,0,0
1018,192417,1,1
1019,198449,1,1
1020,101194,1,1
1021,27848,1,1
1022,236249,0,0
1023,63324,0,1
1024,121270,1,1
1025,291640,0,0
1026,164989,0,0
1027,151215,1,1
1028,242799,0,0
1029,187882,0,0
1030,118085,1,1
1031,252162,1,1
1032,276992,1,1
1033,180454,1,1
1034,4425,1,1
1035,32645,0,1
1036,1821,0,0
1037,761,0,0
1038,223468,1,1
1039,169914,0,0
1040,98265,0,0
1041,80871,0,0
1042,296943,1,1
1043,88036,1,1
1044,97905,0,0
1045,358618,1,1
1046,242854,0,1
1047,84339,1,1
1048,48682,0,0
1049,158641,1,0
1050,72802,1,1
1051,241686,0,0
1052,68259,1,1
1053,248823,1,1
1054,25415,1,1
1055,67360,1,1
1056,24986,0,0
1057,68424,1,1
1058,1536,0,0
1059,153414,1,0
1060,21839,0,1
1061,357356,0,0
1062,2231,0,1
1063,151078,0,1
1064,334765,0,0
1065,306680,0,0
1066,350686,0,0
1067,11870,0,0
1068,226917,0,0
1069,105663,1,0
1070,107176,0,0
1071,289219,0,0
1072,198430,0,0
1073,232423,0,0
1074,14880,0,1
1075,27351,1,0
1076,88958,0,0
1077,161967,0,0
1078,54064,1,1
1079,134557,1,1
1080,32678,1,1
1081,1272,1,0
1082,369394,0,0
1083,69091,1,0
1084,277444,1,1
1085,239984,0,1
1086,185092,1,1
1087,224980,1,1
1088,93037,0,0
1089,343688,0,0
1090,250238,0,0
1091,96004,1,0
1092,248678,0,1
1093,21630,0,1
1094,144779,0,0
1095,303224,0,0
1096,332488,1,1
1097,95877,0,0
1098,189232,0,0
1099,155770,1,0
1100,157307,1,1
1101,281114,1,1
1102,100827,0,0
1103,173853,0,1
1104,225574,0,0
1105,151101,1,0
1106,163067,0,0
1107,294674,0,1
1108,17459,1,1
1109,101613,0,0
1110,164465,1,0
1111,294500,0,0
1112,11565,1,0
1113,59711,1,1
1114,168496,0,0
1115,112588,1,0
1116,206579,0,0
1117,372289,1,1
1118,342967,0,0
1119,330346,0,0
1120,1791,0,0
1121,70082,1,1
1122,297659,1,0
1123,34517,0,0
1124,368100,1,0
1125,340558,1,1
1126,337949,1,1
1127,111829,0,1
1128,56645,1,1
1129,256666,0,0
1130,215588,1,0
1131,289159,0,0
1132,11496,0,0
1133,297061,1,0
1134,255993,1,1
1135,151608,1,0
1136,243795,1,1
1137,196337,1,1
1138,321887,1,1
1139,237939,0,0
1140,238,0,0
1141,327972,1,1
1142,48634,0,1
1143,312789,0,0
1144,204024,1,1
1145,354466,0,0
1146,107959,0,0
1147,40682,1,1
1148,27431,1,1
1149,7717,0,0
1150,83177,1,1
1151,337709,1,1
1152,225841,0,0
1153,200311,0,0
1154,33624,1,1
1155,356636,1,1
1156,221776,0,0
1157,337202,1,1
1158,290514,1,0
1159,103895,0,0
1160,41948,1,1
1161,245350,1,1
1162,72381,1,1
1163,74422,1,1
1164,103194,0,0
1165,297603,0,0
1166,162842,0,0
1167,300322,0,1
1168,245955,0,0
1169,211143,1,0
1170,194224,0,0
1171,101481,1,1
1172,328579,1,1
1173,307588,0,1
1174,235524,0,0
1175,305559,0,0
1176,11713,1,1
1177,142243,0,1
1178,218196,0,0
1179,98575,1,1
1180,185558,0,0
1181,143110,0,0
1182,266508,1,1
1183,14907,0,0
1184,260581,1,1
1185,260976,1,1
1186,167060,0,0
1187,355791,1,1
1188,120717,0,0
1189,174740,0,1
1190,54040,1,0
1191,27797,1,1
1192,347495,0,1
1193,131305,1,1
1194,24166,1,1
1195,322214,1,1
1196,19585,0,0
1197,229132,0,0
1198,300259,1,1
1199,310116,0,0
1200,276584,0,0
1201,154017,1,1
1202,112334,1,1
1203,187088,0,0
1204,121098,1,1
1205,31085,0,0
1206,7226,0,0
1207,331191,1,1
1208,1184,0,0
1209,188130,0,0
1210,196062,1,1
1211,31218,0,0
1212,324468,0,0
1213,101831,0,1
1214,77620,0,0
1215,137739,0,1
1216,87017,0,0
1217,354114,0,1
1218,14621,1,1
1219,11379,1,1
1220,85225,0,1
1221,313995,1,1
1222,60810,0,0
1223,315422,0,0
1224,180332,1,1
1225,191874,0,0
1226,326781,1,1
1227,30973,0,1
1228,372072,0,0
1229,58960,0,0
1230,347309,0,0
1231,268134,1,1
1232,6036,1,1
1233,223252,1,1
1234,317966,0,0
1235,321863,0,0
1236,156942,0,1
1237,283984,0,0
1238,133884,0,1
1239,128065,1,1
1240,226325,1,1
1241,22449,0,0
1242,14480,0,1
1243,212513,1,1
1244,208107,0,0
1245,283784,1,1
1246,34044,1,0
1247,120363,0,1
1248,237946,1,1
1249,21099,0,0
1250,252657,0,0
1251,129775,1,1
1252,145431,1,1
1253,371481,0,1
1254,156431,0,0
1255,367577,1,1
1256,166444,0,0
1257,10911,0,0
1258,174183,1,0
1259,176602,1,1
1260,270699,1,1
1261,265154,0,0
1262,99030,0,1
1263,321201,0,0
1264,125703,0,1
1265,338832,0,0
1266,349002,0,0
1267,17361,0,0
1268,308070,1,1
1269,89093,0,0
1270,110963,1,1
1271,120276,1,0
1272,336651,0,0
1273,94623,1,1
1274,76727,1,1
1275,240667,1,1
1276,210374,1,1
1277,192382,0,0
1278,295288,0,0
1279,234307,1,1
1280,23457,0,0
1281,318430,0,0
1282,247491,1,1
1283,273208,0,0
1284,292945,1,1
1285,295187,1,1
1286,297484,1,1
1287,122481,0,1
1288,35441,0,0
1289,225039,1,0
1290,175783,0,1
1291,14084,0,0
1292,272881,0,1
1293,256658,1,0
1294,89231,0,0
1295,288642,0,1
1296,85598,1,1
1297,285454,0,0
1298,22739,1,0
1299,154180,0,1
1300,82501,0,0
1301,197242,0,0
1302,133415,1,1
1303,133618,1,1
1304,364458,1,1
1305,367700,1,1
1306,326515,0,0
1307,372050,0,0
1308,233619,0,0
1309,365617,1,1
1310,320899,1,1
1311,60578,1,1
1312,326535,1,1
1313,340133,1,1
1314,174269,0,0
1315,193740,0,0
1316,19288,1,1
1317,149055,1,1
1318,51851,1,1
1319,55599,1,0
1320,60937,0,1
1321,278266,1,0
1322,89600,1,0
1323,3975,0,0
1324,270555,0,0
1325,103731,0,0
1326,284534,0,1
1327,310885,1,1
1328,163232,0,0
1329,220619,1,1
1330,72859,1,1
1331,297985,1,0
1332,5174,0,0
1333,332327,0,1
1334,334027,1,1
1335,174044,0,0
1336,77166,1,0
1337,7564,1,1
1338,49781,0,1
1339,62512,1,1
1340,194152,0,0
1341,348570,0,0
1342,233919,1,1
1343,41622,0,0
1344,336939,0,0
1345,68717,0,0
1346,365675,0,0
1347,280770,1,0
1348,219375,0,0
1349,179854,1,1
1350,56232,1,0
1351,306481,1,0
1352,191397,0,0
1353,194949,1,1
1354,62745,1,1
1355,187940,1,1
1356,59115,0,1
1357,11257,1,1
1358,111318,1,1
1359,43359,1,1
1360,79978,0,0
1361,212483,0,0
1362,165948,1,1
1363,259257,0,0
1364,219434,0,0
1365,72988,0,0
1366,234441,0,0
1367,155516,1,0
1368,53689,1,1
1369,32977,0,0
1370,164529,0,0
1371,170055,1,1
1372,10499,1,1
1373,363017,1,1
1374,27097,0,0
1375,20825,1,1
1376,217080,1,0
1377,9900,1,1
1378,295761,1,1
1379,75399,0,1
1380,175156,0,0
1381,215885,0,0
1382,159556,0,0
1383,296525,1,1
1384,345237,1,1
1385,312917,0,1
1386,179815,1,1
1387,157515,0,0
1388,282251,0,1
1389,369409,1,1
1390,224211,1,1
1391,78960,1,1
1392,97483,1,1
1393,150151,1,1
1394,312582,1,1
1395,87052,0,0
1396,89971,1,0
1397,195361,1,0
1398,230829,1,0
1399,30069,0,0
1400,316188,1,0
1401,322958,1,0
1402,73204,1,0
1403,88513,0,1
1404,275697,0,0
1405,22456,0,0
1406,43406,0,0
1407,341944,0,1
1408,116042,1,1
1409,138986,0,1
1410,61800,1,1
1411,51401,0,0
1412,316809,1,0
1413,75509,0,0
1414,181112,0,0
1415,364094,1,0
1416,196773,0,0
1417,262732,0,0
1418,255851,1,1
1419,138532,0,0
1420,231702,0,0
1421,216465,1,1
1422,36714,0,0
1423,242405,1,0
1424,137305,1,0
1425,66648,1,0
1426,52779,1,0
1427,177874,1,1
1428,41281,0,0
1429,345218,1,1
1430,293783,0,0
1431,294790,0,0
1432,317957,0,0
1433,282732,1,1
1434,86293,1,0
1435,286703,0,0
1436,94391,1,1
1437,46067,0,0
1438,364409,1,1
1439,372856,1,1
1440,286530,0,0
1441,28858,1,1
1442,177419,1,0
1443,137556,1,1
1444,207903,1,0
1445,322413,0,0
1446,89754,1,0
1447,87485,1,1
1448,309513,0,0
1449,318720,0,0
1450,170835,0,0
1451,322140,1,1
1452,333885,1,0
1453,357210,1,1
1454,294951,0,1
1455,281389,0,0
1456,1381,0,0
1457,366746,0,1
1458,320789,1,1
1459,85926,0,1
1460,164678,0,0
1461,325794,0,0
1462,149323,1,1
1463,178179,1,1
1464,221596,0,1
1465,169488,0,1
1466,350188,1,1
1467,328219,1,1
1468,248467,0,1
1469,252297,0,0
1470,246172,1,1
1471,31163,0,0
1472,234970,0,0
1473,28780,0,0
1474,190052,1,1
1475,83356,0,0
1476,172604,1,0
1477,30822,0,0
1478,363056,1,1
1479,258145,0,0
1480,192396,1,0
1481,320328,1,1
1482,122915,0,0
1483,582,1,0
1484,210040,0,1
1485,3680,1,1
1486,351825,1,1
1487,79181,1,1
1488,306509,0,0
1489,25220,1,1
1490,253826,1,1
1491,77658,1,1
1492,216088,1,1
1493,274220,0,0
1494,97701,1,1
1495,67542,0,0
1496,303135,0,0
