,user
771,219444
773,167027
774,247511
775,123939
776,106787
777,90369
778,91597
781,104768
782,70451
784,90136
785,138936
787,191801
788,366805
792,64006
793,185924
794,7159
795,187358
796,147740
798,67050
803,98742
809,129336
811,328220
816,268711
819,329114
821,165359
823,209759
825,349698
826,189019
827,128696
830,250971
832,117886
837,84656
840,45261
844,366981
846,61050
848,261624
849,330592
850,214558
852,200025
853,306524
854,248017
855,253242
857,185157
858,290038
859,68850
860,222239
862,290691
864,36246
866,173300
867,244554
868,2954
870,345238
871,286504
872,98344
873,177825
879,298215
882,211545
883,179499
884,98381
885,224523
887,142697
888,301995
891,246742
892,196276
894,185809
895,11872
896,268780
897,25237
898,371314
899,274066
905,185900
910,164004
911,97901
912,260864
913,152360
914,360253
915,89200
916,189788
917,252809
919,124882
920,82041
921,124347
922,149622
926,30942
928,159167
929,323597
930,341124
933,293783
935,97757
937,152523
938,309503
939,341473
943,121085
944,45822
947,124052
948,56065
949,28756
950,245530
952,190808
953,79232
954,85611
956,265577
957,35860
960,17189
962,228455
967,52526
969,27233
972,253396
973,309875
975,104872
976,174633
978,43269
980,350485
981,264589
983,286890
985,65965
986,332216
989,226430
990,267119
995,42818
998,301816
999,363306
1001,224493
1002,263039
1007,196939
1008,181073
1009,261228
1010,46630
1012,100054
1014,351123
1015,307928
1018,62577
1020,335127
1021,192759
1022,117624
1023,27501
1024,200500
1028,176415
1030,187453
1031,206704
1033,149834
1039,126916
1040,199393
1042,10079
1045,71928
1046,56115
1047,18566
1048,211226
1051,50277
1052,316705
1053,159074
1054,148230
1057,285913
1062,358493
1064,220983
1068,257039
1069,23321
1070,106823
1071,327749
1074,58530
1075,65951
1076,352664
1079,34532
1082,132917
1084,37602
1086,111620
1089,357362
1092,150240
1094,139286
1096,173977
1099,297687
1100,190294
1101,322743
1102,17158
1104,265735
1106,366519
1107,248271
1108,97201
1109,89746
1110,274920
1111,210617
1115,339412
1116,232152
1120,82974
1122,72557
1126,1235
1127,345116
1128,307934
1130,78233
1132,225715
1134,163558
1136,72952
1142,294084
1143,67944
1145,189683
1146,243202
1147,56933
1148,329993
1150,29627
1153,88719
1154,340264
1156,163719
1157,321863
1159,132877
1165,226450
1166,357814
1167,17110
1171,3507
1174,121774
1176,250476
1177,318756
1179,44501
1182,299590
1183,248178
1184,138753
1186,230555
1187,206622
1188,220189
1191,91284
1192,23614
1194,131845
1196,100603
1197,136450
1200,306287
1201,308413
1203,313476
1204,21885
1207,255377
1208,66171
1209,314203
1211,359269
1214,122257
1216,26613
1219,234454
1220,172370
1227,178266
1228,311162
1231,190403
1232,176233
1233,1085
1235,291375
1236,55540
1238,301242
1243,356551
1245,333990
1247,49023
1248,306587
1249,75861
1250,192396
1253,98429
1258,329816
1261,157171
1262,59389
1263,327203
1266,210512
1267,282208
1268,56132
1270,21712
1272,338783
1273,268503
1276,116523
1277,3804
1280,194049
1282,368392
1285,165970
1288,298747
1289,208566
1290,334022
1294,329034
1295,294216
1296,133230
1298,103194
1299,328114
1300,189702
1301,274424
1302,1002
1303,200953
1310,307439
1312,186948
1313,140246
1315,28348
1316,217029
1318,160055
1319,131467
1320,285518
1323,256046
1325,91486
1328,118957
1332,198873
1334,204350
1336,106494
1338,213036
1339,64184
1340,13175
1345,21036
1346,348923
1348,166655
1351,206768
1352,212260
1353,260017
1354,228159
1358,163104
1359,130511
1361,187544
1362,196436
1364,158223
1367,233991
1370,17316
1372,310718
1373,370498
1374,349427
1382,85740
1385,80500
1386,12115
1388,126662
1391,13271
1393,326694
1395,329109
1397,227263
1398,74538
1399,144347
1400,152469
1402,80637
1404,167358
1409,46405
1410,368527
1414,215314
1417,273969
1420,356466
1424,234978
1425,327553
1426,142081
1427,85511
1431,11075
1432,31489
1434,279611
1436,88717
1437,30177
1438,42552
1440,339973
1444,353760
1447,228192
1448,277345
1450,102108
1452,260152
1453,345765
1457,213120
1461,53859
1462,92126
1464,68132
1465,233165
1469,21911
1470,242685
1471,143747
1472,48646
1473,130477
1474,200308
1476,276186
1479,369517
1481,61065
1483,198293
1484,110888
1486,312374
1490,120091
1491,9137
1493,241902
1494,123817
1496,281728
1497,132538
1500,109622
1501,73958
1503,169113
1504,310516
1505,102271
1506,230747
1508,201361
1509,354707
1510,372077
1512,42682
1513,271226
1520,298277
1521,210492
1523,79608
1524,343938
1525,302349
1526,191456
1528,296853
1531,85350
1532,314059
1533,290997
1535,312388
1537,198871
1540,9333
1541,142439
1543,297496
1547,294160
1549,343116
1551,122681
1553,331070
1556,342206
1559,301170
1560,55888
1561,232952
1562,289512
1564,57785
1567,127336
1569,199201
1571,324448
1573,23943
1574,346080
1576,19311
1580,212329
1582,357297
1585,3441
1589,211455
1591,336089
1595,122568
1597,236524
1600,120889
1603,76860
1604,215479
1605,149840
1606,371299
1607,147412
1609,329530
1612,332161
1614,210195
1615,72937
1616,22332
1617,35406
1618,106394
1619,142099
1620,336356
1621,262884
1622,125039
1623,277983
1626,9525
1627,87421
1628,341863
1629,49615
1630,3729
1631,365420
1634,334497
1635,220487
1636,22901
1637,182839
1638,32617
1640,133880
1641,274756
1643,59297
1645,10750
1646,97683
1647,18275
1649,142429
1651,238362
1652,21845
1653,247949
1654,112660
1656,180677
1658,134449
1659,123493
1660,291096
1661,349064
1662,228624
1663,353673
1665,209545
1667,171112
1668,230167
1669,354044
1671,38928
1672,116384
1673,77698
1674,232843
1675,155978
1678,365065
1679,165959
1680,7205
1681,28333
1682,362293
1683,93932
1685,120121
1686,372015
1692,294304
1694,194081
1700,364451
1701,23139
1702,84480
1703,360364
1709,329976
1710,309621
1711,204201
1713,149067
1714,260570
1715,132468
1717,240349
1718,249880
1720,14140
1721,322966
1722,188738
1723,334890
1727,55030
1729,136611
1730,352187
1731,351893
1732,19663
1733,96480
1738,116632
1740,43958
1742,267868
1744,124427
1745,135330
1748,104082
1749,190711
1750,179125
1751,269177
1752,130027
1753,314990
1756,337881
1759,94243
1760,214191
1764,219483
1765,294017
1766,7996
1767,186601
1768,167346
1770,6446
1771,286847
1777,209138
1780,361895
1781,186196
1783,115939
1784,98722
1790,297810
1791,177479
1793,18384
1797,175611
1798,361611
1799,215529
1800,170757
1802,16607
1803,106978
1805,149760
1806,52769
1807,232433
1808,92183
1809,320769
1811,341859
1821,268950
1822,149339
1824,60216
1825,273412
1826,331156
1828,94517
1832,278127
1835,234247
1836,362258
1837,20658
1838,198037
1839,216125
1840,339737
1841,192468
1842,41804
1843,373498
1845,102002
1846,348997
1847,162795
1849,349280
1850,76781
1856,163042
1858,249425
1859,309917
1861,189201
1864,98383
1866,327392
1867,341386
1868,240942
1872,304122
1876,42646
1878,343909
1879,220912
1881,219129
1885,132152
1886,155804
1887,185761
1893,335710
1894,224464
1900,281074
1903,263419
1904,258094
1907,184156
1908,3788
1909,75091
1912,86178
1914,64602
1917,346213
1918,333286
1919,22672
1921,284368
1922,142143
1926,177465
1930,46581
1932,3503
1933,338784
1935,244989
1944,330306
1945,142265
1947,352184
1948,5467
1949,351648
1950,229694
1951,116031
1955,246281
1956,24927
1958,9112
1959,209248
1960,146987
1961,228373
1962,363153
1964,91472
1965,104434
1969,7635
1970,164731
1972,327493
1973,226249
1975,270913
1976,169004
1979,121903
1981,339726
1982,243007
1983,75894
1985,206798
1986,278217
1987,140764
1988,152960
1990,113903
1992,43585
1993,131471
1994,226789
1995,225765
1996,15869
1998,141239
2000,152816
2001,278731
2008,175886
2011,346922
2013,122280
2014,142492
2016,215757
2018,124230
2021,219272
2022,309513
2024,249872
2027,68724
2028,57804
2030,369222
2031,225114
2034,71480
2038,112057
2039,104046
2040,236487
2041,192790
2043,142563
2045,330832
2051,238780
2054,86392
2057,146030
2058,39395
2064,370944
2065,90881
2068,193380
2071,333430
2072,204011
2074,343868
2075,125260
2076,25246
2077,79978
2079,297121
2080,305757
2082,130150
2083,152469
2084,330815
2085,265834
2088,290649
2089,108525
2090,221505
2092,78335
2093,90297
2095,37076
2098,225190
2099,330661
2103,213221
2104,93177
2108,195468
2110,29847
2111,131591
2115,108138
2119,355163
2121,13590
2123,316285
2124,165394
2125,190828
2128,68285
2130,101822
2131,88971
2132,343009
2133,235931
2135,17060
2136,249767
2139,14907
2141,227511
2142,55589
2145,224588
2147,303695
2148,309396
2150,171611
2151,64399
2153,131141
2156,137193
2158,30708
2160,148966
2161,296965
2162,144249
2163,150936
2165,233554
2166,34172
2167,289642
2168,324264
2169,312863
2170,92994
2171,177705
2172,16428
2182,239611
2183,204841
2186,337537
2189,12022
2190,245313
2191,73782
2194,307219
2195,155911
2197,310413
2198,260260
2199,201532
2203,184619
2204,194070
2207,335795
2208,118180
2211,57871
2215,207787
2216,2729
2217,338647
2219,46690
2224,345063
2226,46421
2227,42321
2228,359341
2230,230311
2232,166665
2233,125294
2236,111625
2237,335466
2243,187211
2244,358240
2246,270691
2247,33613
2248,103451
2249,59843
2251,293007
2252,361260
2255,364625
2256,308486
2260,54455
2264,134438
2267,45378
2268,144148
2273,79023
2274,35346
2276,248081
2279,210761
2280,309755
2283,291648
2290,332865
2291,61528
2292,181810
2293,242799
2295,14885
2300,173101
2302,346876
2306,244702
2307,7237
2308,343940
2309,164315
2312,95990
2313,284250
2314,130672
2315,35445
2317,296518
2318,203867
2322,33119
2325,142203
2326,34400
2330,288354
2332,322737
2333,11892
2334,4443
2336,284884
2337,65728
2341,190038
2342,348909
2343,72890
2344,289315
2347,121646
2348,320632
2349,212708
2352,88078
2353,53812
2354,337800
2356,332068
2357,55046
2358,193876
2361,254536
2362,4460
2364,223281
2365,41149
2366,9976
2367,185084
2369,249576
2371,289332
2372,342628
2373,146582
2375,225978
2377,35326
2379,361903
2384,287318
2385,17613
2386,265349
2388,272518
2390,187302
2392,139642
2393,40356
2394,362188
2395,134352
2400,217034
2401,144003
2402,9219
2404,206010
2405,93523
2407,261508
2412,266751
2415,340934
2416,219039
2417,283492
2418,229123
2420,37470
2421,198057
2422,144966
2428,140512
2429,197261
2432,152510
2436,211453
2438,312133
2442,310714
2443,154100
2446,116809
2448,199732
2449,86161
2452,4433
2453,326762
2455,140467
2456,106405
2460,235072
2461,353134
2466,236866
2467,98240
2469,285023
2474,168332
2475,155881
2476,191345
2481,146433
2484,278822
2487,271415
2492,227089
2493,226156
2494,272549
2495,199506
2497,299188
2499,218354
2501,276842
2505,44748
2506,241614
2509,55430
2511,235873
2512,18387
2513,264115
2515,271359
2519,339890
2528,115233
2529,67270
2530,337306
2532,117032
2536,294350
2538,100049
2539,241930
2540,287442
2545,245961
2547,25637
2549,77951
2553,177211
2554,218938
2556,67587
2557,90603
2566,173834
2567,94558
2569,91421
2572,231806
2573,169925
2576,273574
2577,347686
2585,83382
2586,324345
2587,58466
2589,70880
2590,370565
2593,45694
2594,45899
2595,342074
2597,174078
2598,285869
2599,122496
2600,108850
2601,138943
2604,115019
2605,120804
2607,265232
2609,140108
2610,180506
2612,346495
2617,279095
2618,109005
2620,243912
2621,96916
2622,102633
2626,308220
2627,83403
2634,70576
2635,866
2636,99824
2637,302380
2638,186397
2642,186024
2646,329185
2647,117364
2649,256877
2652,313576
2657,33662
2658,352629
2660,11113
2663,46684
2667,163351
2669,32758
2670,97904
2672,251828
2675,85575
2676,251126
2678,299588
2679,327587
2680,18177
2681,198755
2682,139851
2684,90111
2685,293372
2686,38964
2687,341320
2689,250655
2691,302959
2695,108821
2696,308313
2697,1703
2699,192811
2701,39342
2703,11781
2705,133499
2706,109759
2708,50972
2709,190359
2712,222070
2714,183996
2716,354076
2719,255157
2720,269670
2721,1457
2722,99161
2723,121293
2724,150760
2726,135546
2727,206833
2729,94262
2730,165462
2735,345803
2738,135160
2743,227007
2746,220574
2747,206750
2748,103940
2750,77398
2752,289341
2756,41186
2761,266096
2762,357180
2763,309354
2765,142527
2773,8962
2775,11496
2777,197842
2778,55887
2784,100826
2786,251218
2787,266732
2789,255478
2792,289159
2794,367152
2798,317329
2800,255813
2802,186474
2803,238369
2804,67214
2806,176278
2807,168092
2808,260656
2812,345870
2813,331483
2814,366117
2817,319975
2819,80205
2820,217417
2823,62492
2824,88667
2825,90543
2827,312780
2829,289460
2832,84515
2833,88359
2836,291150
2839,370289
2841,79039
2842,353329
2844,327700
2846,59167
2850,309339
2855,340590
2860,239101
2862,213848
2863,125665
2864,113524
2865,304249
2866,212135
2867,257135
2868,90376
2869,201891
2871,278090
2872,124076
2875,74145
2878,4194
2879,337348
2881,212294
2885,65903
2886,143580
2888,90679
2889,4803
2890,98434
2895,225994
2896,268394
2897,157581
2900,106591
2902,326814
2903,103237
2904,197815
2905,284506
2908,28031
2909,11691
2917,359286
2918,196433
2920,67390
2926,191746
2929,170602
2930,111381
2931,118832
2932,247282
2933,81545
2936,140414
2940,119310
2942,149706
2943,45651
2945,101643
2946,12077
2947,332491
2948,39729
2949,258116
2950,41366
2953,307458
2954,48732
2955,189359
2957,360244
2958,286165
2959,196527
2961,208521
2965,225133
2966,79025
2968,322672
2969,336488
2970,77247
2973,39382
2975,338995
2979,144377
2980,271832
2985,148887
2987,54391
2988,193911
2989,43445
2993,135656
2994,70128
2996,133787
2997,190542
2998,58550
2999,311865
3004,87596
3005,323012
3006,313194
3007,4328
3008,330957
3010,222556
3011,352646
3013,167564
3014,136063
3015,30160
3016,359452
3018,268505
3020,116191
3021,103269
3023,308850
3024,185071
3025,185740
3029,347492
3032,203563
3033,116473
3037,353246
3038,185756
3040,41309
3041,335776
3042,349955
3043,268530
3045,214999
3047,41841
3049,76774
3051,216842
3052,159568
3053,324835
3054,214955
3055,297909
3057,199179
3059,336144
3061,231762
3066,280895
3067,265196
3068,150455
3074,83379
3075,293256
3076,338539
3077,356879
3078,191646
3081,25653
3084,274227
3086,309093
3087,362726
3091,346339
3092,162465
3095,30145
3098,141180
3099,203777
3101,350048
3104,55306
3108,94794
3113,68379
3114,259675
3115,51257
3116,304420
3117,64181
3123,316758
3125,163221
3126,287933
3127,218758
3128,151582
3129,344746
3130,225464
3133,204875
3137,262271
3138,158888
3139,305688
3141,152627
3143,206439
3144,117695
3145,24215
3147,128991
3148,89796
3149,171263
3151,275406
3156,44504
3164,264977
3165,361010
3167,140705
3169,121387
3171,116281
3172,227731
3174,274479
3175,105406
3179,356309
3181,153315
3182,306276
3183,174525
3186,211747
3191,220230
3192,306572
3193,97695
3194,106662
3195,350126
3197,278198
3200,164450
3201,304040
3202,57854
3205,53675
3206,288859
3212,17512
3213,95615
3214,287220
3216,301643
3218,73024
3222,202007
3227,93720
3228,30497
3229,336951
3231,120052
3233,274703
3234,93653
3235,339920
3237,234220
3238,164755
3241,168516
3242,354964
3244,129975
3246,267527
3247,88532
3248,181690
3249,85907
3252,309015
3253,34029
3257,353320
3260,5931
3263,30982
3267,18150
3268,141237
3269,156501
3271,45522
3272,42120
3273,302514
3274,337749
3277,249381
3278,90165
3279,134911
3281,55568
3282,304206
3283,150778
3285,61384
3287,106992
3290,64308
3291,76842
3299,354030
3301,52294
3303,72502
3304,16279
3305,347947
3306,207984
3308,152001
3309,163594
3312,68893
3314,145976
3317,276739
3318,130482
3324,260678
3326,179344
3327,249987
3330,162118
3332,197286
3333,139298
3334,304178
3335,245836
3337,103079
3339,216623
3343,254310
3344,24170
3345,281409
3346,308516
3347,75509
3348,319629
3350,354592
3355,144787
3357,353619
3358,64221
3360,258238
3361,257846
3362,246108
3365,308004
3368,19386
3369,3622
3370,275552
3372,115494
3373,262159
3375,356897
3376,226721
3378,151701
3382,101982
3384,188711
3385,40720
3388,66908
3389,115448
3390,221297
3391,223074
3392,370261
3395,16556
3396,37504
3397,204814
3398,138100
3401,181570
3402,331090
3403,292459
3404,158172
3410,145572
3411,310471
3412,79199
3413,171861
3415,255445
3416,196967
3417,112751
3420,141171
3424,206360
3425,272708
3426,33940
3429,197248
3432,55474
3435,223052
3436,248522
3439,51602
3442,289095
3444,262882
3445,186578
3446,247372
3447,372047
3450,194410
3451,188265
3453,135941
3454,185765
3456,237852
3462,316548
3465,51739
3467,84075
3468,15484
3469,290283
3470,109704
3474,70143
3475,314380
3477,174013
3480,157515
3481,285637
3482,42398
3484,343342
3486,135879
3487,27535
3488,360256
3490,84621
3491,190835
3496,319610
3501,131652
3502,365532
3505,281557
3506,169788
3507,279091
3509,173692
3510,208888
3512,316938
3514,251028
3515,278857
3516,66565
3518,181097
3519,20021
3522,88462
3523,362271
3526,244700
3527,49929
3528,171835
3532,148395
3533,291620
3534,21192
3535,193086
3536,282133
3537,187763
3538,270213
3543,29684
3547,196875
3548,270644
3550,174752
3554,361408
3555,261567
3557,297852
3558,288706
3559,239118
3560,354199
3563,175293
3564,364064
3565,147499
3566,188594
3567,47741
3572,184522
3573,92392
3574,125251
3576,61789
3578,91549
3579,164628
3585,342943
3589,83024
3590,275943
3591,272154
3593,187329
3594,350551
3596,126492
3597,23453
3604,140478
3605,16412
3606,191128
3609,83618
3610,213736
3611,244025
3613,76706
3614,153860
3616,6337
3618,82076
3620,327779
3621,232445
3622,104021
3623,206420
3624,134664
3625,235990
3627,303077
3628,9335
3631,354377
3632,211260
3635,372323
3637,285669
3638,369573
3641,147709
3642,102564
3644,122269
3645,263003
3646,35286
3647,94288
3649,297485
3652,126075
3654,37106
3656,326510
3658,275909
3659,264451
3663,110539
3665,243458
3667,347263
3668,260372
3671,314600
3672,39464
3673,270151
3675,90138
3676,17274
3679,205898
3681,270220
3682,310706
3683,140130
3688,96989
3689,337474
3690,43765
3691,186767
3695,293397
3696,372665
3700,309152
3701,184803
3705,244058
3706,12979
3709,80552
3710,73437
3713,282344
3714,32235
3717,253945
3719,208362
3720,250647
3721,84281
3722,99061
3723,177945
3724,135757
3725,152086
3726,220644
3727,35899
3731,20464
3732,310090
3733,136429
3740,330670
3741,351610
3742,184028
3743,272042
3747,80061
3748,12600
3751,259935
3752,52050
3753,39193
3757,252539
3764,281370
3769,197238
3770,347841
3771,335916
3780,124077
3781,111435
3783,287969
3784,195833
3785,253961
3788,6616
3790,122663
3798,5905
3801,49732
3808,262169
3809,31167
3810,244273
3812,17724
3815,91395
3816,6228
3817,53978
3818,370418
3819,368493
3821,40359
3822,124406
3826,303465
3830,141615
3836,343581
3837,64804
3838,241731
3839,138807
3840,195570
3842,371642
3843,242845
3846,300445
3849,176931
3852,46912
3854,66319
3855,278933
3859,115643
3860,198558
3861,156279
3864,224375
3868,218307
3869,248532
3870,229913
3873,231507
3875,343476
3877,310814
3878,294405
3881,215226
3883,301926
3886,101115
3890,10327
3895,11821
3896,10489
3897,35375
3898,163610
3902,79260
3905,34982
3906,276214
3907,104877
3909,128349
3910,327296
3912,302336
3914,64621
3915,217404
3918,210103
3919,367055
3921,166493
3922,330696
3925,58068
3927,51316
3928,63160
3931,298607
3932,321261
3934,18721
3936,246576
3938,72121
3939,167402
3940,86766
3941,235012
3942,115883
3943,326324
3944,36837
3946,21344
3947,355938
3949,369653
3950,272995
3951,223677
3957,95517
3963,582
3964,169628
3968,129444
3974,315698
3975,265393
3977,93115
3978,136518
3980,306713
3982,331448
3983,283771
3986,241725
3990,116374
3993,208937
3995,25898
3996,250463
4001,352867
4004,363437
4005,236759
4007,8505
4009,66758
4010,220170
4013,159105
4015,360734
4021,356067
4022,143318
4023,240055
4024,325153
4025,217526
4026,328831
4028,108588
4029,112832
4031,58292
4032,263415
4034,160487
4035,114809
4036,115077
4037,145988
4041,309546
4042,159042
4043,203409
4046,101771
4047,51384
4049,313228
4050,24702
4051,154974
4052,208701
4053,184391
4055,109249
4063,110722
4065,46015
4071,83323
4078,215976
4080,306637
4082,335883
4083,63480
4084,94391
4090,10971
4093,265321
4094,203451
4095,226436
4096,368431
4097,65070
4099,324981
4102,85532
4108,351508
4110,158399
4113,263363
4114,237313
4115,2628
4117,255515
4118,114444
4119,148972
4125,360683
4128,180236
4129,191632
4130,92683
4131,38158
4132,369244
4137,217316
4138,34427
4139,305709
4140,52679
4141,266020
4142,228963
4143,349506
4147,116692
4148,173440
4151,255718
4153,371110
4154,232872
4155,137629
4159,28865
4162,229831
4164,340636
4166,198124
4168,94112
4170,161013
4171,182909
4173,1574
4174,49811
4177,163821
4181,117893
4183,333576
4185,210502
4186,148224
4187,300595
4188,301792
4190,51418
4196,620
4197,208752
4199,18188
4201,123649
4202,98405
4203,313016
4204,209593
4207,65702
4208,162356
4211,13224
4212,139686
4215,274780
4219,74391
4222,26245
4223,309749
4225,105616
4226,41077
4231,316312
4233,148834
4236,191914
4237,75772
4240,343817
4241,304570
4244,334528
4246,284563
4249,156415
4252,161377
4255,45422
4257,191525
4258,35922
4259,217596
4260,188404
4262,349074
4263,320621
4265,183214
4266,37511
4268,27597
4270,130170
4272,179663
4273,26658
4277,227441
4279,13177
4285,329098
4286,266929
4288,278248
4289,161044
4290,5862
4292,70280
4293,25253
4294,95485
4295,224852
4300,34103
4303,190142
4305,86349
4307,174734
4308,269722
4310,306709
4312,148265
4314,85497
4315,124675
4316,21712
4317,18967
4319,221962
4320,136157
4323,224405
4325,197457
4326,363916
4328,347996
4329,178524
4332,160895
4333,139662
4335,267963
4336,45656
4337,329429
4338,56735
4339,149911
4340,229221
4345,10442
4348,227420
4349,57055
4350,28120
4351,51159
4353,195415
4356,48941
4357,245690
4358,119343
4359,357863
4360,178263
4362,334062
4365,368077
4366,80335
4369,232941
4370,116402
4371,233237
4372,129140
4373,121366
4374,30069
4379,196430
4380,343514
4382,80514
4383,133906
4384,103391
4385,9369
4386,271006
4392,33584
4395,85268
4396,50968
4397,287212
4398,72345
4399,356380
4401,1726
4402,172106
4403,137854
4405,230179
4406,53151
4407,42423
4408,359082
4413,15147
4417,300968
4418,368454
4419,113867
4420,153070
4421,24815
4426,191105
4427,48094
4429,99203
4430,22524
4431,342287
4434,184955
4441,175673
4442,307201
4445,155635
4447,184617
4449,175688
4451,341707
4453,326681
4454,150666
4459,139198
4460,283958
4461,256589
4463,43911
4464,142644
4465,31039
4466,219375
4467,213531
4468,84527
4469,246869
4471,182193
4472,289844
4477,365128
4483,107239
4486,288939
4488,52549
4490,5637
4491,202746
4492,287637
4493,47686
4496,335347
4497,200878
4498,237396
4499,287309
4502,268564
4508,172350
4514,186546
4516,297603
4517,114288
4520,177360
4524,205972
4526,132496
4529,232456
4530,129159
4531,215583
4534,188400
4535,276108
4542,180770
4545,152106
4546,60990
4547,233931
4548,344838
4550,281330
4551,22789
4558,371294
4559,230992
4560,194728
4563,99262
4567,357324
4568,270139
4569,353747
4570,309873
4571,110887
4573,190622
4575,260431
4577,4149
4578,93282
4579,75674
4580,20692
4586,71282
4587,299501
4592,259006
4594,201016
4595,116001
4597,253367
4598,288789
4603,77208
4608,168030
4609,267448
4611,245358
4612,260148
4613,267239
4614,214621
4616,277403
4618,154943
4620,316652
4622,221643
4624,269011
4625,97953
4626,353552
4629,64837
4630,325575
4633,36032
4634,27041
4635,297546
4639,250871
4640,223723
4645,362499
4649,62721
4651,56185
4653,45249
4654,59928
4655,245302
4657,67750
4658,157440
4661,284152
4664,338550
4667,29397
4670,291587
4672,291073
4674,266497
4676,165836
4681,50628
4682,12000
4683,264269
4685,239219
4687,172726
4691,169689
4692,97007
4695,366842
4697,322103
4700,29737
4701,31882
4702,270225
4703,181569
4705,97913
4709,98253
4710,210627
4711,155769
4713,318826
4715,373592
4716,357764
4717,313140
4718,354167
4719,38426
4721,242927
4722,80702
4723,198922
4724,66371
4725,371427
4729,318205
4730,20847
4732,255614
4733,236660
4734,358693
4735,247947
4736,107434
4737,244462
4741,141915
4742,190774
4744,237639
4745,114241
4746,80727
4748,229576
4750,296269
4751,337338
4752,369339
4754,163245
4757,94015
4759,368397
4760,347653
4761,123760
4762,103805
4766,14443
4767,281077
4769,97195
4770,22866
4776,248868
4779,205061
4782,317451
4784,358082
4786,7458
4792,203719
4793,177587
4795,267860
4796,2083
4801,338164
4803,247919
4806,190391
4809,133336
4811,102847
4814,146375
4815,216428
4816,353894
4821,6477
4823,122743
4825,58091
4826,217449
4827,79544
4828,295024
4830,72225
4832,164483
4836,192077
4838,174303
4840,52279
4844,64941
4846,332087
4847,85360
4848,147000
4853,273473
4854,159051
4860,358713
4862,136619
4864,92609
4866,315120
4869,207959
4871,344069
4877,368654
4878,221645
4883,253125
4884,237129
4885,63885
4887,257053
