,entry_id
1292,1424382
1296,7381659
1297,6559778
1298,3163582
1299,6920367
1302,2978700
1303,2453828
1304,8893200
1307,2808125
1308,4564003
1309,7298970
1310,5165692
1313,1892315
1315,6592551
1316,9627999
1317,7843594
1318,9133054
1319,2925086
1321,6881872
1325,8154699
1326,7964730
1332,4035508
1333,8082734
1334,7685809
1335,5126833
1337,2399717
1343,6224125
1344,5483512
1348,2312923
1351,8507113
1360,7055429
1361,1466028
1362,4904430
1364,1763268
1365,1332043
1372,1614288
1373,4745965
1375,2877019
1377,8976142
1382,9600499
1384,3641465
1385,4939373
1386,8655385
1387,5398834
1388,2942193
1393,6021784
1395,2462700
1396,3086336
1397,5397738
1403,4124563
1406,8050493
1407,5103841
1411,8743125
1414,9804187
1415,2643081
1416,1216426
1418,7319689
1420,8862613
1421,5140856
1422,3412896
1423,3578938
1430,2206211
1432,4688632
1433,2688200
1434,6914956
1436,6467430
1437,5884741
1439,3047243
1440,2631946
1442,2360466
1443,9775441
1444,4783080
1445,4935837
1449,4991941
1452,5031303
1453,8758779
1457,2808974
1461,4416683
1462,7378778
1463,1366112
1464,2518194
1466,5619830
1471,7336933
1472,2887266
1473,3460987
1478,2591822
1481,2194047
1483,4035953
1484,7351035
1490,6299467
1491,8544722
1496,5443323
1500,6340917
1504,2932235
1506,3688991
1507,8123401
1508,8914526
1510,7459904
1513,8260075
1517,2368777
1518,5859838
1520,8357317
1529,3390650
1533,6013426
1534,2165073
1535,2659670
1538,8878454
1541,3519981
1542,8313949
1543,4016153
1545,5120804
1546,2682942
1547,8407076
1548,6074648
1553,2082479
1556,7421921
1557,4475873
1558,4419813
1559,4168618
1563,9732127
1565,9419342
1566,9371990
1569,1123280
1571,6522133
1572,9939863
1574,4055543
1576,6152191
1578,4405557
1579,9949620
1582,8652207
1585,6465604
1590,7228345
1591,4373576
1595,3251019
1596,8888778
1598,5253455
1600,1307366
1604,4475684
1606,3713390
1607,7524196
1608,6350071
1609,5406872
1612,3221856
1616,3987410
1618,6844182
1619,9318185
1620,9341349
1621,2204814
1624,1342999
1625,6134481
1627,7333470
1628,9570193
1629,2230717
1631,7180373
1633,4975501
1636,4004929
1639,6641071
1642,8892975
1646,4201500
1647,7865409
1648,6149339
1649,6858553
1650,8331370
1651,2520047
1652,7648206
1655,4581825
1656,2275305
1657,6294843
1659,7170675
1662,9164024
1663,6487326
1664,3281581
1668,6893518
1670,3267002
1673,4676168
1674,3618436
1676,5648483
1679,2660810
1681,1978714
1684,4577756
1688,6527865
1689,3401795
1692,8510153
1693,5549456
1694,5225407
1696,1484208
1697,3387819
1699,5189324
1700,9670274
1704,3933699
1713,4778732
1714,1255663
1715,2398660
1716,4865454
1725,6398985
1729,2790397
1731,6742264
1732,4556614
1734,5354108
1735,3635882
1736,2299516
1737,3854940
1738,6127092
1740,1441383
1741,6072183
1742,4826856
1743,7711492
1753,3354038
1754,6337010
1755,2625375
1756,8125443
1757,6656130
1759,4728035
1760,2344905
1762,1541693
1763,2515551
1766,7331808
1768,6900081
1769,7009985
1771,6112699
1772,9572557
1775,7025080
1779,4827573
1782,5929044
1787,7721226
1789,4470403
1790,7234463
1795,7184969
1799,8631653
1800,6196216
1806,4887500
1807,6739041
1808,3518722
1809,3233870
1811,1679722
1816,6751731
1817,7485484
1818,8906157
1819,1374785
1824,1765635
1827,3743344
1829,9993735
1834,1779960
1836,7155924
1842,4000026
1843,7615872
1848,4970325
1849,5467937
1850,2585566
1851,9821750
1852,7683517
1855,3246909
1861,9129928
1864,3179818
1865,8118548
1866,9956391
1867,4263800
1868,7801653
1869,4653364
1870,1512908
1872,7413717
1873,3766365
1877,1221584
1879,7269040
1881,9278558
1882,8586074
1886,6199059
1888,6479783
1891,2856902
1894,9124698
1895,7596366
1896,9138767
1897,3816464
1898,2048769
1901,6361877
1903,3475487
1906,2330199
1907,1693679
1908,9755216
1911,3751541
1913,8676216
1914,8138208
1916,8886271
1917,4874256
1918,1360986
1922,5454454
1923,5097224
1929,3884372
1931,4317275
1936,4651838
1937,8996752
1941,7697967
1942,4669289
1943,4847429
1944,3415741
1946,1792989
1949,4143217
1950,2085392
1953,6020632
1955,8100800
1956,6369904
1958,6002045
1959,8765522
1960,4225290
1962,4041634
1964,8139611
1966,6639359
1967,2579410
1969,9030365
1971,8759118
1973,2376172
1977,6055982
1983,5316143
1984,3232246
1986,2134821
1990,9759822
1991,9095370
1997,4638265
1999,6351013
2000,8602273
2001,5213970
2002,1454313
2004,7684724
2005,6055756
2006,6496931
2008,7886938
2009,2854686
2011,9271147
2012,6533241
2013,5246035
2014,5977660
2015,8865518
2018,2541900
2021,9596129
2025,6726259
2026,5932375
2030,4358181
2031,4576588
2032,8474947
2035,9257957
2036,9162009
2037,1964402
2039,4535382
2040,2847214
2047,3349691
2050,5333046
2052,6258067
2053,3618567
2054,4156025
2056,4877873
2057,2388439
2058,3406696
2059,1545974
2060,9009018
2061,1390654
2063,3486923
2064,1751085
2065,8694052
2066,5812204
2067,8307727
2068,8897505
2074,4562767
2078,2241945
2079,1551663
2083,4233382
2085,6038001
2088,4557385
2089,6039451
2094,5314532
2096,7623375
2100,6868167
2101,9025030
2102,2384571
2106,6494087
2108,1754654
2109,4994368
2118,4820694
2123,7277754
2124,2018893
2128,4840621
2129,9138922
2132,4220098
2134,4190852
2136,6879329
2137,1458459
2139,2637368
2141,1698193
2142,7849432
2144,5534305
2146,9270053
2148,5510519
2149,1126364
2154,3971890
2156,2195206
2158,8329062
2159,3832978
2162,7357607
2166,4594428
2167,7883052
2168,5612440
2169,9032235
2173,1825327
2174,7048471
2175,7491552
2176,9959946
2181,8954750
2184,3675544
2188,4246616
2190,7631973
2192,2901257
2195,7689514
2196,6937519
2198,3470476
2202,6228707
2203,4048022
2206,1241952
2207,8024169
2209,4761580
2213,4511710
2216,9888426
2217,5389807
2218,9019246
2220,1164741
2221,3682618
2222,9664764
2223,9820548
2224,1754400
2227,7821216
2228,9610861
2229,7348183
2230,8554268
2232,2732069
2234,3085258
2238,3894731
2241,6220405
2245,6687908
2246,3592554
2247,3410599
2248,9717364
2252,7227931
2253,5185835
2254,2437771
2255,9990998
2256,6283805
2257,3792115
2258,6981991
2260,3280987
2261,9760088
2262,2320120
2265,5747548
2266,8926441
2275,6832030
2276,7754293
2280,3683155
2282,4791098
2283,4802542
2284,2190162
2285,6187660
2286,4675032
2287,8167376
2289,9124840
2290,3889268
2291,6031310
2296,9189623
2297,8680406
2299,5232586
2301,6464090
2302,5042580
2303,9133685
2307,5515469
2309,1814780
2311,5703140
2312,8512862
2313,5070639
2317,9690275
2318,4138302
2321,8241034
2322,1872400
2328,7693181
2331,1966695
2332,5153092
2334,6742225
2335,3681894
2337,6840924
2339,2717104
2340,8274146
2344,9258195
2346,1331272
2348,8737876
2349,2265213
2350,5409926
2351,8009134
2352,6296731
2353,5398511
2354,3335842
2358,8043152
2359,1609300
2361,1615190
2365,2288230
2366,4237720
2374,3260412
2375,4843724
2376,6239533
2377,2470090
2379,2179686
2381,6081235
2382,5147697
2384,2717396
2385,1382084
2386,7362400
2388,7038237
2390,6936922
2393,2890351
2394,9002076
2400,9061232
2401,4115293
2402,5533721
2403,9797113
2404,3309505
2405,6145211
2406,8151930
2407,4694549
2411,8160818
2412,7732525
2413,7019224
2415,4770211
2417,4216526
2418,8568115
2424,3457489
2426,7096651
2429,2977929
2433,1308032
2434,6568405
2437,7388991
2438,8021912
2441,8094018
2445,9796639
2446,8502704
2449,2944406
2451,4142959
2452,3368293
2454,5528334
2455,9858220
2456,2589498
2459,3778777
2461,4967983
2464,1655019
2469,6672247
2470,3233641
2475,2627562
2476,6441322
2479,1728891
2480,7410072
2482,8343586
2485,2097093
2488,3401653
2489,8264781
2490,2553205
2493,6673271
2494,6558691
2496,5844309
2499,5264657
2502,6191098
2503,4858045
2506,7427539
2509,4663493
2510,1146610
2512,6220585
2517,5610607
2519,2158110
2524,2413354
2526,4930048
2528,5049077
2530,7909583
2533,6163562
2536,7044606
2537,7785029
2541,4443674
2544,8287357
2548,6318588
2550,9412902
2551,7579032
2552,8413868
2555,9647119
2556,2432897
2557,1298532
2562,9339634
2563,8337500
2564,3498722
2570,4670787
2572,2771385
2573,8561749
2574,4230330
2576,3147636
2577,4866178
2579,1693620
2581,9658213
2582,7086175
2585,3544826
2586,8114614
2588,9868142
2589,3428969
2590,2664866
2594,7687628
2596,4007401
2597,1677591
2598,7262272
2599,2982647
2602,7820895
2603,9802759
2604,6029851
2606,1236925
2607,5386972
2611,2480727
2612,8912257
2614,5716025
2616,4097477
2621,3573175
2622,3830007
2623,5824271
2624,4244954
2627,8514437
2629,2597274
2630,2437211
2631,8590087
2632,1917037
2633,7689581
2634,4296677
2635,5649515
2636,3415635
2638,9041606
2643,9488596
2644,9410794
2661,8227931
2663,1659147
2665,4730003
2668,6449519
2669,1419248
2670,1476227
2671,3895975
2674,7248231
2683,5842958
2685,4338883
2690,7056712
2692,9826208
2693,3375877
2694,4979286
2698,7467421
2699,8148457
2701,6067968
2704,8773371
2708,2963876
2711,4599877
2715,5600165
2716,2152760
2717,9494509
2718,6552343
2719,9937912
2725,8507176
2727,4983559
2728,7015780
2730,9576697
2731,6059655
2732,1479885
2734,1654820
2736,6158935
2738,1112537
2743,7430455
2745,1198755
2746,8623940
2747,4070393
2749,7680207
2750,5328688
2752,3022377
2754,1174706
2760,4269754
2764,3333993
2767,2368058
2768,6349611
2770,7359081
2771,8154296
2772,2887569
2775,2062985
2777,7576927
2779,1748245
2782,2105574
2786,1656086
2787,8570435
2788,1804418
2792,8707042
2795,3723253
2796,9240098
2798,7086230
2805,4535704
2806,1237652
2807,9357660
2810,5512161
2811,3953870
2814,8122487
2816,9340922
2817,1816899
2819,5279587
2821,4494439
2822,2676384
2825,4426435
2826,6062836
2829,9043357
2835,7389029
2836,5156207
2837,9591670
2838,1403171
2840,2375500
2841,6443851
2842,8716872
2843,1814318
2845,9463091
2849,7952144
2850,3197227
2852,2503781
2853,8187813
2855,8016881
2857,8138070
2858,9198569
2859,3059507
2860,8336715
2862,8527023
2863,8470131
2867,8776914
2870,3123595
2871,2852649
2873,1462336
2874,9424108
2876,5319764
2879,7634127
2885,2478905
2886,5446751
2890,2619145
2891,9162808
2893,4142228
2896,2320350
2897,6100557
2898,2083898
2900,8587089
2901,8284530
2907,4951050
2911,6928516
2915,8956955
2916,7192767
2919,9225926
2922,8216455
2925,2441448
2926,8990111
2927,6480492
2928,4636247
2929,6917577
2930,4954683
2931,3500032
2932,7062142
2935,9249527
2936,6972661
2947,2576362
2951,8271736
2953,8751206
2957,9552647
2960,4886603
2962,7932741
2963,6414003
2967,7646606
2970,1811997
2973,5001640
2974,6350065
2977,4513727
2979,4214217
2981,7025564
2984,3290658
2985,2207875
2987,4454975
2989,1128700
2991,6788497
2992,8534153
2995,5386654
2996,4998873
2998,5591785
3001,1334299
3002,3960652
3003,5861642
3004,6270791
3010,9562965
3019,9503517
3024,1381817
3025,3967050
3026,7987903
3027,2966192
3029,8670062
3035,5337432
3038,9256921
3040,6605678
3041,3297501
3042,9098429
3043,9856725
3044,4898520
3045,2445358
3048,8566066
3051,2850141
3052,1459424
3056,5241072
3059,2617352
3061,8950013
3063,4121942
3071,9926897
3072,6003430
3073,5293011
3074,7552496
3078,3865045
3079,6980326
3082,9814955
3083,5407920
3090,2711645
3091,7394534
3092,8674649
3094,7027135
3100,7906381
3101,2794400
3104,3164971
3106,5635606
3107,6916271
3108,7928549
3109,9386569
3112,7163169
3114,5698441
3115,9176157
3118,5310717
3121,2206848
3122,4103707
3125,8681293
3130,3830474
3134,9075252
3135,2326222
3136,9826952
3137,6020401
3138,2895294
3140,8449687
3141,7683634
3143,9403488
3148,1177667
3152,3213771
3153,8748699
3157,8896461
3158,5087924
3160,8799242
3163,7648440
3167,3949737
3168,6029902
3169,8209595
3170,6411303
3172,9129102
3174,1831812
3177,6149937
3181,1405818
3182,2932854
3186,2467118
3187,9398047
3188,1697592
3189,3356965
3191,3824729
3195,9872019
3197,8847624
3198,6233236
3200,9684796
3203,5477219
3204,9247663
3206,5991343
3208,3641091
3212,2113635
3214,9495789
3215,9501396
3218,5812245
3222,7504245
3224,2015326
3227,9070263
3229,5331722
3230,8989599
3235,6691564
3236,6994771
3238,6016681
3239,9850810
3243,8686990
3245,3546740
3248,9216720
3250,5899787
3251,5203927
3252,5009977
3254,1617537
3256,7844145
3258,1996649
3261,3514082
3262,7878155
3263,2505324
3267,3155691
3268,1460336
3272,6202359
3277,7849413
3278,4819255
3279,3443301
3284,5191913
3292,3038232
3299,5116290
3300,3983870
3302,9433101
3306,2859303
3307,4680480
3308,3668256
3309,5929314
3311,1245533
3317,4676523
3318,5221767
3319,8537602
3320,2965710
3322,6853166
3324,8642219
3328,7004602
3334,3413839
3338,5916217
3339,5134683
3342,3756943
3344,8440367
3345,9980908
3346,2520768
3347,7255514
3348,4962514
3351,9031929
3353,4729714
3354,2229623
3355,7145455
3359,2032920
3360,9466765
3365,3200752
3366,6052746
3369,3627975
3372,5368897
3373,9405872
3378,9561585
3379,1739058
3380,1377272
3383,2245329
3385,7286256
3389,2719925
3392,8133398
3394,6557014
3397,5961175
3399,4288035
3400,3081567
3401,8559241
3406,1573455
3408,9225822
3410,7051104
3411,4073061
3412,6923370
3413,3483644
3414,3745524
3415,7362539
3416,4452073
3417,6926175
3418,9678495
3420,5464790
3424,9220867
3425,4615051
3427,7101979
3429,2506709
3430,3817628
3432,2716700
3434,8961136
3435,7845110
3437,9196419
3439,6805553
3440,9893051
3442,6856447
3454,8147520
3455,6848185
3456,9610585
3457,5816078
3459,7507960
3461,7751369
3466,3992188
3467,9910027
3468,9861185
3471,9960168
3473,6950845
3474,5560025
3475,3445390
3477,7304263
3478,9072756
3480,8593480
3486,4877365
3488,2163118
3490,4197858
3492,5488208
3493,8432398
3494,1589947
3495,8392751
3496,9180990
3498,9775537
3500,9451707
3503,8940208
3505,2720830
3506,3707647
3507,6946773
3510,3151355
3511,2924901
3512,8683648
3515,4430610
3527,4688449
3528,8507223
3529,3199304
3531,8587272
3532,2003911
3533,7529453
3535,9995050
3539,7981670
3541,4886343
3544,6943965
3545,2340300
3548,5954765
3549,2343832
3561,9337125
3562,5112535
3564,6678672
3568,9604519
3571,2249022
3573,5029861
3578,4848054
3580,4908481
