,entry_id,e_signed,predicted_results
234,3771172,0,1
235,5108921,1,1
236,8088555,1,1
237,1907324,0,1
238,8924965,0,0
239,6847530,0,1
240,4982590,0,0
241,2494920,0,0
242,4598011,1,0
243,1440701,1,1
244,4965094,1,1
245,7887946,1,1
246,2250675,0,0
247,9174734,1,1
248,2028383,0,0
249,9277083,1,1
250,3647414,1,1
251,8946659,0,0
252,5461425,0,0
253,9419768,1,0
254,2187679,1,1
255,6104387,1,1
256,9987805,0,0
257,8279179,1,0
258,5895153,0,1
259,5931612,1,1
260,4081139,1,1
261,8741754,1,1
262,5929638,0,1
263,4213231,1,1
264,3985988,0,0
265,5564581,0,1
266,6329486,1,0
267,6134063,0,0
268,3688882,1,1
269,4413412,0,0
270,8984776,0,0
271,2406175,1,1
272,3719923,0,1
273,1555530,1,0
274,4752872,0,0
275,4494439,0,0
276,3971890,1,0
277,7798750,0,1
278,1454313,1,0
279,9065463,1,0
280,2270563,0,0
281,2290536,0,0
282,1909606,1,1
283,8144585,1,1
284,5977436,0,1
285,6480821,0,1
286,7357464,1,1
287,3971033,0,0
288,1786692,1,1
289,2430226,0,0
290,9652999,1,1
291,7836182,0,1
292,1326932,1,1
293,7413319,0,0
294,7357944,0,1
295,4930048,1,0
296,8570991,1,1
297,1669662,0,1
298,7985882,0,0
299,8471833,0,1
300,2854126,1,1
301,8937979,0,0
302,4917538,0,0
303,2744796,0,1
304,4610357,1,1
305,9593991,1,1
306,1236686,1,1
307,5386654,1,1
308,5540733,0,0
309,8854965,0,0
310,1982915,0,1
311,9201962,0,1
312,4735787,1,1
313,1374785,0,0
314,5268477,0,1
315,3925519,1,0
316,7460729,0,0
317,4071662,0,0
318,9675416,0,0
319,9520708,0,0
320,2251250,1,1
321,4090479,1,0
322,7462635,0,0
323,6682983,1,1
324,8119153,0,1
325,1747526,1,1
326,7263460,0,0
327,3802675,1,1
328,1948049,1,1
329,8398615,1,1
330,1837649,0,0
331,7349013,1,1
332,4201670,0,0
333,2595497,1,1
334,6331630,1,0
335,9893003,1,0
336,7157504,1,0
337,2691422,0,1
338,9165887,1,1
339,2711645,0,0
340,4336376,1,1
341,1660947,1,0
342,7601072,1,1
343,6407294,1,1
344,5587329,0,1
345,8128293,1,1
346,6900081,1,0
347,1794298,1,1
348,8966118,1,1
349,8289769,1,1
350,6884342,1,0
351,7435216,1,1
352,1780855,1,0
353,4510256,0,1
354,4335284,1,1
355,4599943,1,0
356,4191101,0,1
357,1593195,0,0
358,8880929,1,1
359,1666826,0,0
360,9209967,1,0
361,9945473,0,0
362,7664820,1,0
363,6668576,1,1
364,8601043,0,0
365,3403384,1,0
366,6754706,0,1
367,7039120,0,1
368,9168615,1,1
369,3866430,1,0
370,3172927,1,1
371,8536354,0,1
372,1765539,0,0
373,3583271,0,0
374,8248243,0,0
375,9892595,0,0
376,8881440,1,1
377,2795392,0,0
378,4845854,0,1
379,3184036,1,1
380,6280167,1,1
381,8514331,1,1
382,6890441,1,0
383,1730297,1,1
384,1640604,1,1
385,5533234,0,0
386,4693106,1,1
387,2814614,1,1
388,4435394,1,1
389,8274800,1,1
390,7102383,0,1
391,5864490,1,1
392,1943001,1,0
393,4039809,1,1
394,5310780,0,1
395,9616868,1,1
396,3010040,1,1
397,2207875,1,0
398,4342848,1,0
399,6284462,1,0
400,8270887,0,0
401,7262790,0,0
402,3395784,0,1
403,1149971,1,0
404,2516039,1,0
405,9523629,1,0
406,4072818,0,1
407,6568023,0,1
408,5115673,1,1
409,1829815,0,0
410,4654935,0,1
411,9892792,0,0
412,8425912,0,0
413,8123205,0,0
414,5742826,0,1
415,3080534,1,1
416,5426854,1,0
417,4225964,0,1
418,1152589,1,1
419,3899686,1,1
420,4964083,1,1
421,4767884,1,1
422,3412331,1,1
423,4273472,0,0
424,4741611,1,0
425,8339042,0,1
426,6284565,1,1
427,6716829,0,0
428,6601808,0,1
429,9512492,1,0
430,2290780,0,0
431,4841276,0,1
432,4561216,1,1
433,7876714,1,1
434,1545385,1,1
435,2392905,0,0
436,3433504,1,1
437,2625323,0,1
438,2379635,0,0
439,2709930,1,1
440,2952681,0,0
441,6705898,1,1
442,5291439,1,1
443,8586262,0,0
444,7135343,1,1
445,7065617,0,1
446,7518636,1,0
447,6383393,1,1
448,8631462,0,1
449,9039379,0,1
450,4338361,0,0
451,1415839,0,0
452,9269715,0,1
453,5625273,1,0
454,8032478,0,0
455,3625257,1,0
456,4176137,1,1
457,3424413,0,1
458,2347351,1,0
459,2864365,1,1
460,9374113,0,1
461,8919678,1,1
462,1719741,1,1
463,1344476,1,1
464,2509137,0,0
465,1212490,1,1
466,9466607,0,1
467,4931442,0,1
468,2123018,1,0
469,2397971,0,0
470,4549995,1,1
471,4717863,1,1
472,2757193,0,1
473,2976789,0,1
474,7844145,0,0
475,5908626,0,0
476,7272901,1,1
477,6198370,1,1
478,2534826,1,1
479,9276506,0,0
480,1899370,0,0
481,7333513,1,1
482,5163290,1,0
483,9970471,0,0
484,8101658,0,1
485,5796603,0,0
486,2663368,1,1
487,9826791,1,1
488,6876545,0,0
489,8583804,1,1
490,1285345,0,1
491,6019935,1,1
492,3401795,0,0
493,8337584,1,1
494,7437977,0,1
495,3910244,0,0
496,2509245,1,0
497,9259633,0,0
498,4690556,1,1
499,6902090,1,0
500,3867076,1,1
501,3578938,1,1
502,1189535,1,0
503,5605286,1,1
504,7708908,0,1
505,3696086,0,0
506,5829130,1,1
507,3766265,1,0
508,6626863,0,1
509,2323819,1,1
510,3413215,1,1
511,7999356,0,0
512,3992098,0,1
513,1964442,0,1
514,8781532,1,1
515,3247466,1,1
516,8449687,0,0
517,2690451,0,0
518,2828113,0,1
519,5930643,0,1
520,2952689,0,0
521,4248044,1,0
522,2265879,1,0
523,2932491,0,0
524,1626878,0,0
525,8896461,0,0
526,2294741,0,1
527,3957348,0,1
528,4083808,1,1
529,9947260,0,0
530,4825846,0,0
531,7822189,0,1
532,8337500,0,0
533,2587482,1,1
534,6835607,1,0
535,6574405,0,1
536,4498138,0,0
537,6817974,1,1
538,9796523,1,0
539,9122405,0,1
540,6682275,1,1
541,9377138,1,1
542,9362959,0,1
543,2937152,1,1
544,1437101,0,1
545,6751732,0,0
546,6221113,1,0
547,4321484,1,1
548,5744648,0,1
549,9055772,1,1
550,5863200,0,0
551,5064261,1,1
552,9499640,0,0
553,3888167,0,1
554,3983870,1,0
555,9175796,1,1
556,4975501,0,0
557,3189428,0,0
558,5305529,1,1
559,8426042,1,1
560,9173627,0,0
561,7143406,0,1
562,1466028,1,0
563,8523390,1,0
564,4622285,0,0
565,6199367,1,1
566,3792979,1,1
567,2236307,0,0
568,8062910,1,1
569,5287552,0,1
570,7693313,1,1
571,4537796,1,0
572,7676957,0,0
573,9014546,0,0
574,5846393,0,1
575,2733576,1,1
576,8012658,0,0
577,4822403,0,1
578,2966552,0,0
579,4858045,1,0
580,3125695,0,1
581,4868757,0,1
582,9340804,0,0
583,6727204,1,1
584,1307553,0,1
585,4760146,0,1
586,8033695,1,1
587,4564003,0,0
588,3500032,0,0
589,2964730,1,1
590,5445085,1,0
591,8269450,1,1
592,6933813,0,0
593,9706303,1,1
594,8726010,0,1
595,6549007,1,0
596,6434113,1,1
597,1162109,1,1
598,3588416,1,1
599,6145941,1,0
600,4162898,1,1
601,7345191,0,0
602,9582071,0,1
603,3436257,0,0
604,5032197,1,1
605,9084853,0,0
606,1378203,0,0
607,7298672,1,1
608,8893457,0,0
609,5302400,1,1
610,2119455,0,0
611,6173722,0,1
612,2018763,0,1
613,2304581,1,1
614,6987811,0,0
615,4447865,0,0
616,3408825,1,0
617,8379742,0,0
618,2299475,1,1
619,2426679,0,0
620,4734941,0,1
621,4900069,0,1
622,9538551,0,1
623,4309474,0,0
624,1795078,1,0
625,5323214,0,1
626,2969611,0,0
627,6041665,1,1
628,9485272,1,1
629,7413246,0,1
630,7854441,1,1
631,1453044,1,0
632,9488135,1,1
633,2763115,1,1
634,3828739,1,1
635,7648129,1,1
636,3870156,1,1
637,4996028,0,0
638,6476452,0,1
639,5180211,1,1
640,5413098,0,0
641,6977461,1,0
642,5558855,0,1
643,7355164,1,1
644,7367181,0,0
645,4263267,1,0
646,8759118,0,0
647,8296412,0,1
648,5954765,0,0
649,9961463,1,1
650,1894207,0,1
651,4599952,0,1
652,9467154,0,0
653,2274336,0,1
654,5840619,0,0
655,8071065,0,0
656,7850970,0,0
657,2434655,0,1
658,4047215,1,1
659,4175447,0,0
660,6571341,1,1
661,6107358,1,0
662,9537829,0,0
663,1324574,1,1
664,2432897,0,0
665,8988820,1,1
666,8223769,1,0
667,6554730,1,1
668,8297983,1,1
669,1421645,1,0
670,1240717,0,0
671,2569106,1,1
672,5969771,1,1
673,8512913,1,1
674,1210898,0,0
675,6571445,0,1
676,4642246,1,1
677,4252067,0,0
678,3232076,0,0
679,1478629,1,1
680,5224790,0,1
681,4710118,1,1
682,9403191,1,1
683,9294981,0,1
684,7583819,1,1
685,9047888,0,1
686,8464093,1,1
687,8670856,0,1
688,5025825,1,0
689,1153447,1,1
690,3541218,1,0
691,6862253,1,1
692,4937270,0,1
693,6979616,1,1
694,7897553,1,1
695,8397262,1,1
696,5818577,0,0
697,2971650,0,1
698,9441381,1,1
699,3062558,0,0
700,3662643,1,1
701,3086409,1,1
702,3456612,0,0
703,5268437,1,1
704,6335710,1,1
705,8816025,0,1
706,5074821,1,1
707,7822900,1,1
708,1730670,0,0
709,7634652,1,0
710,3297041,1,0
711,7570065,0,1
712,6629334,0,0
713,5710161,1,0
714,6408458,1,1
715,4562767,0,0
716,4640955,0,1
717,7478282,0,1
718,1749971,0,0
719,6955845,1,1
720,2441106,1,1
721,6931653,1,1
722,7976763,1,1
723,3199380,1,1
724,1784498,0,0
725,6994548,1,0
726,2958300,0,0
727,2779150,0,0
728,2323970,1,1
729,2064746,0,1
730,7271719,1,1
731,1726644,0,1
732,7683634,0,0
733,3536096,0,0
734,8564170,1,1
735,8042773,0,0
736,2130650,0,0
737,3562258,1,1
738,4326716,1,1
739,6596606,0,0
740,9927388,1,1
741,3881179,0,1
742,3918553,1,1
743,5313758,1,1
744,1213814,1,1
745,4165524,1,0
746,9995338,0,0
747,8281843,0,0
748,2048638,1,1
749,2086412,0,1
750,2993809,0,0
751,5155398,0,1
752,3976715,0,1
753,7773434,0,1
754,9830525,0,0
755,7536100,1,1
756,3727762,0,0
757,8822417,1,1
758,2000246,0,0
759,6697204,1,1
760,6571539,1,0
761,7007117,0,0
762,1949734,0,0
763,3333409,1,0
764,5655134,0,1
765,7297717,0,0
766,3587549,0,1
767,5274283,1,1
768,1250371,1,0
769,4268982,1,1
770,5931466,0,0
771,8664665,0,0
772,2668662,0,0
773,1281196,1,0
774,3398524,1,1
775,4081550,0,0
776,7989971,0,1
777,6707103,1,0
778,7580634,1,1
779,2364027,0,1
780,5078412,1,1
781,8675791,0,0
782,7994396,1,1
783,7783744,0,1
784,3925534,0,1
785,9730869,0,1
786,2184054,1,1
787,4859785,0,0
788,4905075,1,1
789,4193204,1,1
790,6094795,0,1
791,6319095,1,1
792,4170906,1,1
793,1931439,0,0
794,1795521,0,0
795,8604664,0,1
796,9732127,1,0
797,8713720,0,1
798,7781229,1,0
799,4974300,0,0
800,8554268,0,0
801,3884372,0,0
802,4261068,1,0
803,7845431,0,1
804,5404622,1,0
805,4301366,1,1
806,7960963,0,1
807,3840251,0,1
808,7904430,0,1
809,3948151,1,1
810,7140574,1,1
811,3404566,0,0
812,3354038,0,0
813,6624509,0,1
814,1581212,1,0
815,7633664,0,1
816,9158956,0,0
817,4422793,0,0
818,8118961,1,0
819,5724890,0,1
820,9384687,0,0
821,7083064,0,0
822,8893331,1,0
823,1281974,0,1
824,8047860,1,0
825,8650865,1,1
826,6792507,0,0
827,6398542,1,1
828,9591180,1,0
829,8336987,1,1
830,6394272,1,1
831,3774352,1,0
832,4545854,0,0
833,7523935,1,1
834,3364188,0,0
835,2728793,0,0
836,4794992,1,1
837,9867175,1,0
838,5949310,0,0
839,7453606,1,0
840,4627532,1,1
841,3959598,1,1
842,1214919,0,1
843,3683155,1,0
844,3100367,0,0
845,8530680,1,1
846,2007001,1,1
847,2256209,0,1
848,7756729,1,0
849,7754928,0,1
850,7046626,1,0
851,5334330,0,0
852,8259688,0,1
853,3330839,0,0
854,6590961,0,0
855,2439798,0,1
856,7664526,1,0
857,2963988,0,0
858,8279066,0,1
859,8260075,1,0
860,1820683,1,1
861,4230768,0,0
862,4222826,1,1
863,1697592,1,0
864,1434280,0,0
865,7034918,0,0
866,9382621,1,1
867,8596140,0,0
868,7657243,0,0
869,9157347,1,1
870,8668351,1,1
871,4799746,1,1
872,9851081,1,1
873,9949820,1,1
874,7207594,0,1
875,9182732,1,1
876,9067099,0,0
877,6401495,0,0
878,3292407,1,0
879,2512202,0,1
880,4113754,0,1
881,3935739,0,1
882,6480492,0,0
883,9217573,1,1
884,1851058,1,0
885,5364190,1,0
886,4629324,0,1
887,6349060,1,1
888,3946999,0,0
889,9858220,0,0
890,2757799,0,0
891,2013179,1,1
892,8937159,0,1
893,2822773,0,1
894,2205974,1,0
895,3864031,1,1
896,7747550,0,0
897,9060974,1,0
898,1538396,1,0
899,6032697,1,1
900,7173341,1,1
901,8526370,0,0
902,7987771,0,1
903,6866408,0,0
904,2450450,0,0
905,2366039,1,1
906,7740134,0,0
907,1668672,1,1
908,7470766,0,0
909,1674445,0,0
910,7816280,0,0
911,4639083,1,0
912,1315268,0,1
913,8374892,0,1
914,1765635,0,0
915,4666832,1,1
916,5022909,0,0
917,6510775,1,1
918,6372834,1,1
919,9096313,0,1
920,8166948,1,1
921,8926088,0,1
922,2034351,1,1
923,3983670,1,0
924,3814154,0,1
925,9770302,0,1
926,4661179,1,0
927,8179766,0,0
928,7754809,0,0
929,4055201,0,1
930,8510251,1,0
931,5622679,0,0
932,9328688,1,1
933,8504901,0,0
934,1170424,1,0
935,9907272,0,1
936,6693061,1,1
937,8914712,0,1
938,5603005,0,1
939,7066874,0,0
940,9815805,0,0
941,4923854,0,0
942,4784925,1,0
943,4851854,0,1
944,6748548,1,0
945,9007226,1,1
946,4653318,0,1
947,1280303,0,0
948,7306934,1,0
949,2580656,1,0
950,8664958,1,1
951,8967106,0,0
952,4131497,0,1
953,4783080,0,1
954,1381733,0,0
955,4272896,0,1
956,9928345,0,0
957,8732475,0,0
958,1158702,0,1
959,9302244,1,1
960,6630955,0,0
961,7890332,1,1
962,2133223,1,1
963,3933827,1,0
964,6662347,1,0
965,3987410,1,1
966,4147038,1,0
967,3522026,1,1
968,5890617,1,1
969,6968131,1,1
970,7052309,1,1
971,9192574,0,0
972,3429907,0,1
973,4832342,0,0
974,1809357,1,0
975,7875827,1,0
976,9153187,0,1
977,6647603,0,0
978,2451053,0,0
979,9719437,0,1
980,5937361,1,1
981,4727953,0,1
982,3959832,0,1
983,2406449,1,0
984,1142247,1,1
985,6285886,1,1
986,9866041,1,0
987,7671181,0,1
988,5354108,1,0
989,7175597,1,0
990,4863270,0,0
991,6451128,1,0
992,2467148,1,1
993,7116204,0,1
994,6249876,0,0
995,3707647,0,0
996,7828310,1,1
997,9844027,1,1
998,8375959,0,1
999,5096015,0,1
1000,9623123,1,0
1001,4962814,0,1
1002,3283363,0,0
1003,8611567,1,1
1004,5273366,1,0
1005,6985428,1,1
1006,3032709,1,1
1007,9361709,0,0
1008,5554030,0,1
1009,7805608,0,1
1010,3909089,1,0
1011,8323756,1,0
1012,8558473,0,1
1013,4675032,0,0
1014,4359874,1,0
1015,8371239,0,0
1016,5053074,0,1
1017,7324769,1,1
1018,9865356,0,0
1019,8628633,0,0
1020,7234330,1,1
1021,9001316,1,1
1022,2109503,0,1
1023,1514110,1,1
1024,1625621,0,0
1025,8202191,0,0
1026,6467183,0,0
1027,9321458,0,0
1028,8603874,0,0
1029,8120132,1,1
1030,4982856,0,0
1031,5165692,1,0
1032,4693597,0,0
1033,7105844,0,0
1034,3565458,0,1
1035,4805765,0,0
1036,1390958,1,0
1037,4312642,1,0
1038,3203796,0,0
1039,3994506,0,0
1040,6296731,1,0
1041,7109926,0,0
1042,6625369,1,1
1043,4192684,0,0
1044,8033230,0,0
1045,7343279,0,1
1046,6698606,0,1
1047,9319447,1,0
1048,5057058,0,0
1049,2503278,1,1
1050,4730067,1,0
1051,9616046,1,1
1052,2964688,1,1
1053,7333173,1,0
1054,7513085,0,0
1055,2647495,1,1
1056,3745466,1,0
1057,5504007,1,1
1058,7312003,1,1
1059,1299752,1,0
1060,1114070,0,1
1061,1242917,1,1
1062,5758095,0,1
1063,9286270,1,0
1064,5048137,1,1
1065,3147374,1,1
1066,2843337,1,1
1067,5776331,0,0
1068,5947967,0,1
1069,2462318,1,0
1070,3090456,1,1
1071,7292086,0,0
1072,7378272,1,1
1073,6910729,0,0
1074,6027101,1,1
1075,7308736,0,1
1076,5535512,1,1
1077,5534912,1,1
1078,1349042,1,0
1079,2844462,1,0
1080,2703658,1,1
1081,1597171,1,1
1082,1928639,0,0
1083,5872598,0,0
1084,7606927,1,0
1085,8502198,1,0
1086,6664431,1,0
1087,4590558,1,1
1088,4660816,1,1
1089,8857229,1,1
1090,8474047,0,0
1091,9410665,1,0
1092,6693962,0,1
1093,7635274,1,0
1094,6099692,1,0
1095,2641806,0,0
1096,4542897,1,1
1097,3605230,1,0
1098,5986775,1,1
1099,5416895,1,0
1100,3931590,1,1
1101,7823506,1,1
1102,2768328,0,0
1103,6400621,1,0
1104,2087898,1,0
1105,3610852,1,1
1106,3395537,0,0
1107,3106804,1,0
1108,6260901,1,1
1109,5273603,0,0
1110,6007949,0,0
1111,2569035,0,0
1112,4073023,0,1
1113,6373654,0,0
1114,4545317,1,1
1115,7906381,0,0
1116,3231487,1,1
1117,9205358,0,0
1118,5654051,0,0
1119,4597890,0,0
1120,6513594,0,1
1121,4004358,1,1
1122,3164648,1,1
1123,1919919,0,0
1124,5217888,1,1
1125,4168418,1,1
1126,7529453,0,0
1127,7567025,0,1
1128,3079034,1,1
1129,1302051,1,1
1130,6017637,0,1
1131,5275131,0,0
1132,4166904,1,1
1133,2753155,0,0
1134,1409348,0,1
1135,2579283,0,1
1136,7298533,0,0
1137,9918550,1,1
1138,6056394,0,0
1139,2418188,0,1
1140,2853843,0,0
1141,8892975,0,0
1142,9500064,1,0
1143,7987321,0,0
1144,3985412,1,1
1145,4378686,1,0
1146,7570629,0,0
1147,7090479,0,0
1148,3622761,1,1
1149,7186694,0,1
1150,5622805,0,1
1151,5682812,1,0
1152,6248293,0,1
1153,5126387,0,0
1154,1517263,0,1
1155,3055907,0,0
1156,4216734,1,1
1157,6509449,1,1
1158,7183701,0,0
1159,7507167,1,1
1160,6267714,0,1
1161,1840716,0,0
1162,6899354,1,1
1163,7568381,1,1
1164,4473622,1,0
1165,9075046,1,1
1166,6777968,0,0
1167,3670506,1,1
1168,9244991,1,1
1169,3385359,0,0
1170,4888218,0,0
1171,9056415,0,0
1172,4267255,0,0
1173,9347077,1,0
1174,7971020,0,0
1175,3762629,0,1
1176,4760926,1,1
1177,9276048,1,0
1178,9299643,1,1
1179,2624707,0,0
1180,4291774,1,0
1181,7131499,1,1
1182,2167408,1,1
1183,1895900,1,1
1184,9638103,0,0
1185,7594423,1,1
1186,5839796,1,1
1187,2948337,1,1
1188,1240627,0,0
1189,3530574,1,1
1190,6971789,1,0
1191,7977670,1,1
1192,4626954,0,1
1193,2241656,0,0
1194,3692653,0,0
1195,8878509,1,1
1196,9190154,1,1
1197,1181852,1,1
1198,9811833,1,1
1199,2690012,1,0
1200,5563441,1,1
1201,9953608,1,1
1202,5655518,1,1
1203,2909802,1,1
1204,3865987,1,1
1205,5822320,1,0
1206,4055543,0,0
1207,7821216,0,0
1208,6669851,1,1
1209,4249947,0,1
1210,4272181,1,1
1211,2538941,1,0
1212,1529797,0,0
1213,2701146,0,1
1214,7015780,0,0
1215,3769730,1,1
1216,3268788,0,1
1217,6302271,1,1
1218,5896395,0,1
1219,6102087,1,1
1220,5906851,1,1
1221,3882160,0,0
1222,5545486,0,1
1223,5383035,0,0
1224,4048022,0,0
1225,3555927,0,0
1226,3136025,1,1
1227,8140540,1,1
1228,9479866,0,1
1229,6091094,0,0
1230,6740900,1,1
1231,7727850,0,0
1232,6556661,1,0
1233,1583244,1,1
1234,2196866,0,0
1235,3129466,1,1
1236,5591745,0,0
1237,5966400,1,1
1238,9575225,1,1
1239,4023058,0,1
1240,2933238,1,1
1241,7645736,0,0
1242,2633252,0,0
1243,7184081,1,1
1244,3016373,1,1
1245,1228470,1,1
1246,7170751,0,0
1247,5705373,0,0
1248,5058108,1,1
1249,3326381,1,1
1250,8352835,0,1
1251,4306187,0,1
1252,6201335,1,1
1253,4426859,1,1
1254,3432181,1,1
1255,8633976,0,1
1256,1980419,1,1
1257,3952149,0,1
1258,9804231,1,0
1259,2764713,1,1
1260,1392266,0,1
1261,8389679,0,0
1262,8201403,1,1
1263,8460009,0,0
1264,1576551,0,1
1265,2097850,1,1
1266,1438409,0,0
1267,8851916,0,1
1268,7521456,0,0
1269,1971736,0,1
1270,9542373,1,1
1271,5641807,0,1
1272,6186483,1,1
1273,4540452,1,1
1274,5288186,0,0
1275,6883384,1,0
1276,6062836,1,0
1277,3070433,0,0
1278,5421497,1,1
1279,7725133,1,1
1280,6649932,0,0
1281,3433428,0,1
1282,9412630,0,0
1283,6036271,0,0
1284,2637878,1,1
1285,1992532,1,1
1286,1217945,0,1
1287,3173661,1,0
1288,5754005,0,0
1289,7320329,0,1
1290,6343182,1,1
1291,9720494,1,0
1292,8721897,0,0
1293,2300269,1,0
1294,6273375,1,0
1295,1188593,0,0
1296,4750406,1,1
1297,5588213,0,1
1298,9806402,0,0
1299,4996664,1,1
1300,8147188,1,1
1301,5121513,0,0
1302,3903400,0,0
1303,6038001,0,0
1304,4109286,0,0
1305,5782854,1,1
1306,6243344,0,0
1307,9321127,0,0
1308,5780253,1,1
1309,4891566,1,0
1310,2683220,0,0
1311,4645567,1,1
1312,2326095,1,0
1313,1483696,0,0
1314,6616531,0,1
1315,3923762,1,1
1316,9355441,0,1
1317,5180861,0,0
1318,6505249,1,0
1319,7685809,0,0
1320,2727440,0,0
1321,7697058,1,1
1322,1797598,1,1
1323,9742555,1,0
1324,7076563,1,0
1325,2470792,1,1
1326,1408842,0,1
1327,4722684,0,0
1328,9010053,1,0
1329,1714643,0,1
1330,7688014,0,1
1331,3925248,0,0
1332,7219805,0,1
1333,1164716,1,0
1334,5339355,0,1
1335,7407332,1,0
1336,6295869,0,1
1337,3922604,1,0
1338,9046615,1,0
1339,6144551,1,1
1340,4002302,1,1
1341,3718260,1,1
1342,3307355,0,0
1343,1209222,1,1
1344,2028881,1,1
1345,5467388,1,1
1346,4937667,1,1
1347,9420450,0,1
1348,4515991,0,1
1349,2329716,0,1
1350,9876736,1,1
1351,7227351,1,1
1352,7025564,1,0
1353,9735807,1,0
1354,1676026,0,1
1355,2785046,0,0
1356,1716982,1,1
1357,4763821,0,0
1358,2901257,1,0
1359,3293323,0,1
