,entry_id
1048,5057058
1050,4730067
1053,7333173
1054,7513085
1056,3745466
1059,1299752
1063,9286270
1067,5776331
1069,2462318
1071,7292086
1073,6910729
1078,1349042
1079,2844462
1082,1928639
1083,5872598
1084,7606927
1085,8502198
1086,6664431
1090,8474047
1091,9410665
1093,7635274
1094,6099692
1095,2641806
1097,3605230
1099,5416895
1102,2768328
1103,6400621
1104,2087898
1106,3395537
1107,3106804
1109,5273603
1110,6007949
1111,2569035
1113,6373654
1115,7906381
1117,9205358
1118,5654051
1119,4597890
1123,1919919
1126,7529453
1131,5275131
1133,2753155
1136,7298533
1138,6056394
1140,2853843
1141,8892975
1142,9500064
1143,7987321
1145,4378686
1146,7570629
1147,7090479
1151,5682812
1153,5126387
1155,3055907
1158,7183701
1161,1840716
1164,4473622
1166,6777968
1169,3385359
1170,4888218
1171,9056415
1172,4267255
1173,9347077
1174,7971020
1177,9276048
1179,2624707
1180,4291774
1184,9638103
1188,1240627
1190,6971789
1193,2241656
1194,3692653
1199,2690012
1205,5822320
1206,4055543
1207,7821216
1211,2538941
1212,1529797
1214,7015780
1221,3882160
1223,5383035
1224,4048022
1225,3555927
1229,6091094
1231,7727850
1232,6556661
1234,2196866
1236,5591745
1241,7645736
1242,2633252
1246,7170751
1247,5705373
1258,9804231
1261,8389679
1263,8460009
1266,1438409
1268,7521456
1274,5288186
1275,6883384
1276,6062836
1277,3070433
1280,6649932
1282,9412630
1283,6036271
1287,3173661
1288,5754005
1291,9720494
1292,8721897
1293,2300269
1294,6273375
1295,1188593
1298,9806402
1301,5121513
1302,3903400
1303,6038001
1304,4109286
1306,6243344
1307,9321127
1309,4891566
1310,2683220
1312,2326095
1313,1483696
1317,5180861
1318,6505249
1319,7685809
1320,2727440
1323,9742555
1324,7076563
1327,4722684
1328,9010053
1331,3925248
1333,1164716
1335,7407332
1337,3922604
1338,9046615
1342,3307355
1352,7025564
1353,9735807
1355,2785046
1357,4763821
1358,2901257
1362,7739788
1365,8408150
1366,2142425
1367,5568040
1370,9138922
1372,1754846
1375,8019610
1377,3360815
1378,9422934
1383,1622962
1384,4015622
1386,5521470
1388,6576583
1390,4987082
1393,5918280
1394,5859688
1397,3509387
1399,4007401
1401,7391062
1402,5077566
1404,1771595
1405,3788428
1409,2203721
1411,9910465
1413,7758520
1414,1602095
1415,1512189
1416,8056204
1417,2849543
1419,9498274
1420,9220867
1421,2978039
1425,8678024
1429,5449724
1431,3820692
1432,7325613
1434,3960652
1440,2647328
1441,2392090
1442,6231007
1444,3780822
1449,1779960
1451,2111123
1452,4043049
1454,2762294
1455,4742467
1457,8415953
1458,9841253
1459,8586074
1462,2655727
1465,6536143
1468,2197917
1469,6650693
1471,8123401
1473,2443479
1474,7849413
1475,7868299
1476,9520053
1479,5385784
1481,9506259
1484,2366747
1487,5246908
1488,9935421
1491,5180782
1492,7427194
1497,9220292
1500,5635226
1502,2627562
1503,9197197
1505,6608260
1506,2742367
1511,2458234
1512,7911163
1513,7722178
1514,1652568
1516,4408233
1518,8808509
1520,3070876
1522,3681692
1526,7238645
1527,4647187
1528,8510153
1533,5231496
1534,7737371
1535,4412241
1542,2411297
1551,6908916
1557,9298551
1559,2971478
1561,5571915
1562,6173810
1564,1277641
1566,3407819
1567,7287153
1568,9751568
1572,1585588
1575,4190852
1577,5557139
1587,2277719
1589,6920118
1594,1356734
1597,3896116
1599,6592551
1601,6522355
1604,7413455
1606,4734253
1609,4457583
1610,3316684
1612,7142980
1614,5390085
1619,7138663
1620,6620163
1623,4988111
1624,3473998
1625,1778210
1629,3966208
1630,6534964
1631,7797699
1632,8318221
1633,4897642
1635,3134217
1641,9642801
1643,7256300
1644,6405544
1645,7146604
1646,7489997
1651,9288029
1652,7622712
1654,9613276
1656,1127094
1659,7683517
1663,8869723
1668,5977816
1669,9452515
1673,5750183
1677,3841316
1684,8313949
1686,7360493
1687,1247724
1689,7608227
1690,6504935
1691,8468025
1693,6588453
1694,3746226
1695,2275305
1697,6550064
1698,6069271
1699,7662706
1705,6988756
1706,3854940
1708,5001725
1716,2548242
1720,4442059
1721,2179516
1724,9412902
1725,1179622
1729,8708471
1730,7155924
1732,1589947
1735,2319005
1737,3190680
1739,6760471
1741,5389807
1749,4757840
1752,2913020
1755,6429770
1756,7235378
1758,5940721
1760,1915690
1761,3441682
1764,9516010
1766,9741643
1767,8743288
1770,6351013
1773,9120916
1776,7740164
1778,8625419
1780,5341781
1782,6068943
1784,5012417
1787,5334542
1789,4008617
1791,3894731
1793,4861319
1798,3144432
1799,8342956
1804,6125427
1807,8153478
1809,5044162
1810,5932375
1813,6603540
1814,5481752
1819,6643275
1820,9598236
1821,1169944
1822,7242062
1823,6216391
1824,2204814
1825,6302079
1829,2794370
1830,8995364
1832,9832190
1833,3912428
1837,6810781
1838,6609728
1839,8297675
1845,5867004
1846,7044606
1847,6898601
1854,5038981
1855,6479783
1858,8605580
1859,7641861
1861,9099788
1864,2171173
1866,5377524
1872,2906831
1874,8625167
1876,1118433
1877,2519346
1878,2229619
1881,9116478
1884,2145084
1892,4827573
1895,5703333
1896,2178929
1898,5108363
1902,8761910
1905,3601018
1908,9749852
1911,4466932
1912,5308716
1913,6914956
1914,2345933
1916,4556614
1917,2718857
1919,3291124
1921,2859303
1926,4654768
1927,3123002
1928,2105077
1929,3147700
1931,3539251
1934,9816570
1935,4296726
1936,4132721
1939,7230759
1948,6623317
1951,3186111
1952,4577696
1955,6159509
1957,1832193
1959,2723739
1962,8693533
1963,5729509
1966,5070275
1967,4181597
1968,7642433
1970,5658064
1972,8226127
1977,3058002
1979,2085162
1982,5156017
1983,1906268
1985,6710231
1989,5356216
1993,1349472
1995,5301325
1997,6138228
1999,9433430
2000,1726258
2001,5263009
2003,9516249
2005,3661060
2014,1182404
2018,7824110
2028,9896138
2029,4475873
2034,8144150
2036,4418249
2038,2110020
2039,8024280
2043,4625865
2047,1194272
2048,5761036
2050,1327168
2053,1938602
2055,3888727
2056,4481018
2057,1996649
2058,3758018
2064,9019246
2065,7687627
2067,9302252
2068,7111980
2069,3635780
2071,8532367
2073,6130687
2077,2348019
2078,7568989
2080,3019621
2081,9276213
2082,9717872
2086,9626741
2087,4464090
2090,6917183
2093,6843182
2094,8329504
2095,4007501
2096,3718933
2097,4608060
2099,4930686
2100,3829980
2101,7467114
2102,7747006
2104,1645354
2110,8512862
2112,7639110
2114,8034909
2117,3077765
2122,1493153
2123,7449690
2126,1659147
2128,6252721
2133,7159877
2135,1716368
2136,9114668
2138,1955161
2144,4410854
2145,4534298
2150,6707064
2152,7221146
2153,1966730
2154,8350100
2157,6014026
2159,4035508
2166,9172613
2167,2856902
2168,4805905
2170,3164371
2172,4728834
2174,3626813
2175,3606181
2178,1386740
2182,9803002
2185,2707463
2187,1120538
2189,7460431
2196,3164971
2204,7593214
2209,3191321
2211,4159845
2212,7869458
2213,1220907
2215,6002045
2220,9588604
2224,7844306
2226,5956432
2230,1232633
2231,1797923
2237,5745666
2239,2960212
2240,3572383
2241,7930621
2242,4424663
2243,6708161
2246,1754654
2248,3793734
2249,8089518
2250,2985071
2254,1522565
2257,8231492
2259,5971101
2264,9444662
2269,8564011
2270,2922217
2277,5330571
2279,7381659
2281,4926063
2282,8299592
2283,2942193
2286,5601966
2290,6191573
2292,4727527
2293,7860314
2294,7561063
2295,5573583
2296,3641037
2297,4930799
2299,1870079
2300,5462238
2301,5299075
2306,4166143
2312,4252472
2315,6844182
2317,6402890
2323,5851297
2325,3925202
2327,4492015
2330,2922442
2332,5510519
2333,6275763
2334,5612440
2336,7868646
2338,7594246
2339,2154165
2341,8040300
2348,6389380
2350,8100800
2351,3514082
2354,2279687
2356,9626780
2358,5423448
2360,1230006
2361,4577756
2363,6394448
2366,9285556
2369,7815577
2370,1887182
2371,7359081
2374,7949542
2376,9736732
2378,3318568
2379,8259739
2382,4826856
2383,7679860
2386,7326182
2388,7951112
2390,8115866
2392,5600156
2397,1207348
2402,2368058
2411,4885843
2413,1274646
2415,4035953
2419,9912927
2422,8882758
2423,2831462
2424,6296817
2425,6152388
2426,8618066
2428,6369904
2429,6177103
2431,9323047
2433,2818509
2434,9252225
2435,8676512
2436,8022814
2439,7164379
2440,5946902
2444,4433278
2445,4272505
2447,5703140
2448,8685795
2449,3275691
2450,6434809
2457,2542732
2460,8685095
2465,7963364
2467,2668393
2472,4757460
2476,2062985
2477,4796436
2479,4103707
2483,5795913
2487,6947687
2488,7331868
2490,8438489
2491,2653312
2492,2866553
2493,8329062
2499,5796350
2500,8466742
2501,6552871
2502,2558849
2507,8681293
2508,7348654
2509,1328854
2510,5945311
2511,5764825
2513,8512888
2516,9488683
2517,2963755
2519,1558534
2522,2854447
2525,6898345
2528,9812769
2529,8273248
2532,9503517
2533,7494279
2534,4443259
2540,3841953
2541,6561306
2546,3197227
2555,4830298
2557,2547941
2558,7657660
2560,1793981
2561,5619830
2564,8228375
2565,2477388
2566,5125560
2576,5246059
2577,9443936
2583,9673287
2585,8878152
2587,2421874
2588,7754293
2592,3605811
2597,4858950
2598,8257084
2599,6657257
2601,2498607
2602,6502470
2603,5646860
2605,6935991
2608,5127218
2609,2323754
2610,7058715
2611,5189324
2612,7245180
2615,1138867
2616,5699032
2618,8593480
2620,6925069
2622,5832485
2623,4762876
2626,2130517
2632,9821750
2635,2090677
2636,9778412
2637,7599787
2638,6531677
2640,7939557
2641,4151960
2644,4148105
2645,9529914
2647,7083364
2649,6205221
2650,7983575
2653,2108323
2656,9610585
2660,8465032
2662,8622462
2663,2467118
2664,7262710
2666,9685926
2667,2635289
2669,6590735
2675,1512908
2676,3480049
2677,3953452
2678,2195909
2680,5546631
2683,6574103
2685,2405493
2687,9177335
2688,2048769
2691,6702038
2696,8014234
2698,7804257
2699,6380250
2700,9525876
2702,7407475
2705,4263800
2707,4423804
2708,9689285
2709,8156839
2712,6882929
2714,4230203
2716,9411796
2717,5066575
2720,6233109
2721,4299544
2722,4477618
2723,9905867
2724,4137843
2725,7554269
2726,1215813
2730,3761494
2738,9100667
2739,3004391
2743,3641091
2744,6414003
2745,6250967
2747,4363308
2750,4632963
2754,3662194
2755,3965932
2756,5174213
2757,3157852
2761,6541149
2762,6815242
2765,5492309
2766,4126868
2767,2965699
2770,2540548
2774,4553666
2778,7648440
2780,8145210
2786,5464995
2789,5450064
2793,6069032
2795,8874482
2797,4891963
2798,8227931
2807,7226544
2809,3475711
2814,8570435
2816,5643454
2818,2617352
2819,2178312
2820,6518980
2823,2295001
2826,3864539
2829,7390643
2831,9019926
2835,2618346
2838,7120056
2839,7576006
2842,7600991
2843,1964402
2844,3307573
2845,7750372
2846,3675544
2847,8011475
2848,7427648
2856,7883414
2857,8731731
2862,9019407
2863,1703108
2867,4295280
2868,9980908
2870,2484448
2872,4036626
2873,4296677
2878,7081904
2879,6445495
2883,4277035
2884,8694052
2885,5553716
2887,3886778
2897,8093593
2904,3422707
2906,2686648
2907,4885108
2909,9198452
2911,8144255
2912,3474500
2915,5049811
2924,8172795
2927,5977660
2930,3312482
2931,6105633
2933,1991213
2934,5474598
2937,8381866
2938,1518855
2939,9449654
2942,7307409
2945,8242920
2946,9719232
2948,3806699
2957,7307091
2960,4474401
2961,6172346
2963,2660810
2964,2340055
2966,6379012
2969,6220405
2971,8979384
2974,8185922
2975,4498560
2982,9162863
2983,9318185
2984,8479511
2986,2589206
2992,7325292
2993,8744812
2995,2011971
2996,5565754
3000,6483765
3001,1672648
3002,9299910
3003,1655019
3004,4925769
3005,2032920
3006,7801653
3007,9193664
3010,7567357
3012,8931077
3014,7605178
3016,5514878
3017,9107830
3018,9833815
3019,1970320
3020,4215129
3022,8865244
3025,2159446
3026,8311675
3027,6487580
3029,4900534
3030,4614898
3031,2291906
3034,7828477
3038,7882094
3039,4757484
3040,9138767
3041,1343297
3043,4321088
3047,2526829
3048,5026566
3049,2376172
3050,2000732
3056,4704885
3057,9554600
3060,6557126
3061,9582447
3062,5806987
3063,4405557
3069,7394534
3070,3778777
3076,6265870
3078,4712150
3080,4378064
3082,9725877
3084,9758582
3090,6298477
3092,6912374
3093,9395993
3094,4107818
3096,2613531
3097,7566598
3098,2703432
3101,5381910
3106,5428601
3110,5050009
3111,8169991
3113,9972182
3114,9389680
3117,7343710
3118,6023387
3120,7948202
3122,7800950
3126,7626114
3128,9718257
3129,8416539
3134,3984685
3135,9850810
3141,8813125
3145,6657914
3147,1318909
3148,2343198
3149,4833994
3157,5482353
3158,8258904
3160,6547272
3161,5960574
3166,8118005
3168,9117544
3170,9750556
3171,7815484
3173,9619725
3174,2148138
3175,8048517
3176,8831843
3177,4048852
3179,3914828
3181,8284409
3182,6105783
3185,8782802
3186,8480028
3187,6830040
3192,4162948
3199,1833013
3202,9627999
3203,7336933
3206,8498589
3209,9936354
3211,3545823
3212,6120419
3216,1503336
3217,4677810
3218,3794714
3224,8187813
3226,9070263
3228,3725432
3229,2390585
3234,8224840
3235,3387819
3240,4816809
3245,6569194
3247,7067170
3248,4414124
3252,1500822
3254,1831812
3256,2394886
3259,1564390
3260,2880429
3262,8259740
3266,3433087
3273,3905472
3274,3957272
3275,7982632
3277,5312494
3278,7107217
3280,3625747
3281,2459025
3282,9357660
3283,5742226
3285,1111512
3286,5050096
3287,2883099
3288,2258142
3289,9892043
3291,8573521
3293,2168254
3295,9846453
3296,5194808
3297,3121424
3300,6662551
3301,6085923
3302,2196674
3303,4210849
3304,4089855
3305,1607618
3306,4608639
3307,7744017
3308,4958834
3311,5559782
3315,3604655
3317,6350667
3318,1879492
3319,9402753
3323,3284563
3325,8071796
3327,5662762
3329,9861521
3332,6789416
3336,6908877
3338,4423370
3342,4898709
3345,7466499
3346,9909627
3348,1254261
3358,6370380
3362,5998961
3365,7271427
3366,1917037
3371,6428052
3372,1719038
3375,9948473
3377,3844460
3386,4689414
3387,4244992
3390,1812858
3395,9567057
3396,8854289
3397,4904215
3399,7305901
3400,7976771
3401,4730495
3403,2895294
3409,8748699
3410,2462700
3412,4342956
3413,6029902
3414,1905867
3416,2696028
3417,8739167
3418,7207813
3424,3005830
3427,6809819
3429,6138259
3430,2728798
3431,6718938
3436,3309130
3439,4872089
3450,1136024
3452,7778072
3453,2488759
3454,3080600
3458,8438486
3464,5294825
3469,1133714
3471,8782201
3472,3076018
3474,3365534
3476,8126356
3477,6858817
3479,1264856
3480,1525149
3481,3926913
3483,1373754
3489,9741976
3491,7626652
3492,3164820
3493,2271376
3495,1473950
3496,7013144
3497,1958890
3499,5794350
3504,3530396
3511,7327887
3515,9230561
3524,3315724
3525,7331917
3526,3175935
3528,4293106
3529,6709563
3530,8609502
3531,5630469
3532,5449353
3533,1924002
3534,1301492
3535,9769703
3537,1281507
3538,9023369
3540,3304564
3541,1686159
3542,3726188
3544,5051877
3547,9767086
3551,4650494
3570,9596129
3577,4525483
3580,3211238
3581,9760088
