,entry_id
850,7178834
851,5633353
852,2753911
855,5660189
862,4424825
866,9914388
873,8639051
875,4077776
881,8193548
883,5097881
886,1699667
887,3340119
889,2358341
890,5792630
895,5710791
896,1281507
897,1244977
898,1987118
899,2633781
900,6907654
901,3897697
903,3473998
906,8934296
907,5188822
912,2241656
913,6902179
917,4293791
919,6363420
920,9281877
921,7033665
922,7355705
929,7642433
931,2447038
937,3735958
938,8081462
941,3684865
943,3902625
947,5796350
950,1570091
951,1996720
953,8460009
954,4256522
957,4242376
963,1579622
969,3369901
971,1835064
976,8731731
977,2140209
985,8677138
989,3316684
990,8416539
995,2205586
996,2062196
997,2430824
998,6870234
1007,2602703
1011,4791769
1015,4291774
1016,8678024
1017,1256266
1021,4758475
1023,5116683
1024,3005304
1028,8107297
1032,9585710
1035,1950765
1036,5596648
1037,1658087
1038,2193576
1039,8149150
1045,2618346
1046,1582693
1052,9347077
1055,6463120
1063,9412630
1064,6750166
1066,9503227
1068,5166873
1069,3240672
1075,6579873
1081,7849406
1082,6653143
1085,8566328
1088,1994386
1089,4299544
1090,3007881
1091,9869147
1100,8771549
1104,6707064
1105,8490936
1108,7535042
1109,9301398
1110,6248402
1113,3758842
1115,6412780
1118,6367434
1120,8628182
1121,6055430
1122,8929914
1124,7062673
1126,7566598
1129,6407288
1133,2487942
1134,4249806
1135,2542984
1136,3390353
1139,8481180
1141,7781229
1142,9512492
1144,1288219
1146,1415770
1149,8095885
1150,3916516
1151,8120284
1152,1839884
1153,3279469
1154,1618359
1156,5113361
1157,6781131
1158,3464550
1167,8809306
1168,3084764
1169,5703487
1177,3907332
1181,8135271
1184,3121424
1189,5206348
1191,1706888
1192,5861572
1193,9806402
1194,8337407
1197,5574181
1201,3942573
1205,4545854
1207,2400065
1214,8131177
1216,7838842
1218,5413098
1219,7330027
1220,1790020
1225,1905867
1230,5190565
1233,1531542
1234,1732604
1235,3359500
1238,7650908
1241,3683336
1242,4488901
1244,1775922
1245,9393416
1247,7034176
1251,7201514
1253,3526967
1259,5301325
1260,3943571
1261,2689240
1264,8425265
1267,2687555
1270,8214533
1272,3391291
1275,4356708
1276,6023634
1277,3994506
1278,2120242
1280,1438409
1282,8621198
1285,8208377
1289,8607991
1292,1424382
1296,7381659
1298,3163582
1299,6920367
1302,2978700
1303,2453828
1304,8893200
1307,2808125
1308,4564003
1309,7298970
1310,5165692
1313,1892315
1315,6592551
1316,9627999
1317,7843594
1318,9133054
1319,2925086
1331,4408412
1332,4035508
1343,6224125
1344,5483512
1351,8507113
1352,8935152
1360,7055429
1365,1332043
1372,1614288
1373,4745965
1375,2877019
1377,8976142
1380,2680811
1382,9600499
1385,4939373
1387,5398834
1388,2942193
1390,7184823
1393,6021784
1395,2462700
1396,3086336
1397,5397738
1406,8050493
1407,5103841
1411,8743125
1414,9804187
1415,2643081
1418,7319689
1421,5140856
1422,3412896
1423,3578938
1432,4688632
1433,2688200
1434,6914956
1436,6467430
1437,5884741
1439,3047243
1440,2631946
1442,2360466
1443,9775441
1444,4783080
1445,4935837
1448,6837584
1452,5031303
1453,8758779
1457,2808974
1461,4416683
1462,7378778
1463,1366112
1464,2518194
1466,5619830
1469,7658216
1470,3728853
1471,7336933
1473,3460987
1475,4242167
1481,2194047
1485,2484262
1491,8544722
1496,5443323
1501,9630599
1503,9033642
1504,2932235
1506,3688991
1507,8123401
1508,8914526
1513,8260075
1515,3203796
1518,5859838
1529,3390650
1533,6013426
1534,2165073
1535,2659670
1541,3519981
1543,4016153
1545,5120804
1546,2682942
1552,1309896
1553,2082479
1556,7421921
1557,4475873
1558,4419813
1563,9732127
1566,9371990
1569,1123280
1572,9939863
1574,4055543
1576,6152191
1578,4405557
1583,8823846
1590,7228345
1595,3251019
1596,8888778
1600,1307366
1604,4475684
1607,7524196
1609,5406872
1612,3221856
1616,3987410
1618,6844182
1619,9318185
1620,9341349
1621,2204814
1624,1342999
1625,6134481
1627,7333470
1628,9570193
1629,2230717
1631,7180373
1633,4975501
1639,6641071
1642,8892975
1646,4201500
1647,7865409
1650,8331370
1651,2520047
1652,7648206
1654,9692379
1655,4581825
1656,2275305
1657,6294843
1659,7170675
1662,9164024
1663,6487326
1664,3281581
1668,6893518
1671,5824062
1673,4676168
1674,3618436
1676,5648483
1681,1978714
1684,4577756
1688,6527865
1689,3401795
1691,5482353
1692,8510153
1693,5549456
1694,5225407
1696,1484208
1697,3387819
1699,5189324
1713,4778732
1714,1255663
1716,4865454
1722,1837680
1725,6398985
1728,8426588
1729,2790397
1732,4556614
1734,5354108
1735,3635882
1737,3854940
1740,1441383
1741,6072183
1742,4826856
1743,7711492
1745,5960574
1753,3354038
1757,6656130
1759,4728035
1760,2344905
1763,2515551
1766,7331808
1769,7009985
1771,6112699
1775,7025080
1779,4827573
1780,2819226
1782,5929044
1784,6267734
1787,7721226
1788,9602222
1789,4470403
1790,7234463
1795,7184969
1799,8631653
1806,4887500
1807,6739041
1808,3518722
1811,1679722
1816,6751731
1817,7485484
1818,8906157
1819,1374785
1824,1765635
1827,3743344
1829,9993735
1834,1779960
1836,7155924
1842,4000026
1848,4970325
1849,5467937
1851,9821750
1855,3246909
1858,3781670
1861,9129928
1864,3179818
1866,9956391
1868,7801653
1869,4653364
1870,1512908
1872,7413717
1873,3766365
1881,9278558
1882,8586074
1886,6199059
1888,6479783
1891,2856902
1894,9124698
1895,7596366
1897,3816464
1903,3475487
1905,1821686
1906,2330199
1907,1693679
1908,9755216
1911,3751541
1913,8676216
1914,8138208
1916,8886271
1917,4874256
1918,1360986
1922,5454454
1923,5097224
1924,7351276
1931,4317275
1936,4651838
1937,8996752
1941,7697967
1942,4669289
1943,4847429
1944,3415741
1946,1792989
1947,2276812
1949,4143217
1950,2085392
1953,6020632
1955,8100800
1956,6369904
1957,1478251
1958,6002045
1960,4225290
1962,4041634
1964,8139611
1965,5439264
1966,6639359
1967,2579410
1969,9030365
1971,8759118
1973,2376172
1976,9448670
1977,6055982
1983,5316143
1984,3232246
1986,2134821
1990,9759822
1991,9095370
1995,9232103
1997,4638265
1999,6351013
2000,8602273
2001,5213970
2002,1454313
2011,9271147
2012,6533241
2014,5977660
2015,8865518
2018,2541900
2025,6726259
2026,5932375
2035,9257957
2036,9162009
2037,1964402
2039,4535382
2047,3349691
2052,6258067
2053,3618567
2054,4156025
2057,2388439
2059,1545974
2060,9009018
2063,3486923
2064,1751085
2065,8694052
2066,5812204
2067,8307727
2074,4562767
2075,5688636
2083,4233382
2085,6038001
2088,4557385
2089,6039451
2094,5314532
2096,7623375
2097,8602182
2100,6868167
2101,9025030
2102,2384571
2108,1754654
2116,6015475
2118,4820694
2124,2018893
2128,4840621
2129,9138922
2132,4220098
2133,2384618
2134,4190852
2135,6765716
2136,6879329
2137,1458459
2139,2637368
2141,1698193
2142,7849432
2144,5534305
2146,9270053
2148,5510519
2149,1126364
2154,3971890
2158,8329062
2159,3832978
2162,7357607
2166,4594428
2169,9032235
2173,1825327
2175,7491552
2176,9959946
2179,9410329
2181,8954750
2184,3675544
2188,4246616
2190,7631973
2192,2901257
2196,6937519
2203,4048022
2204,5020367
2205,5770876
2206,1241952
2207,8024169
2213,4511710
2215,9444281
2216,9888426
2217,5389807
2218,9019246
2220,1164741
2222,9664764
2223,9820548
2224,1754400
2227,7821216
2228,9610861
2229,7348183
2230,8554268
2234,3085258
2238,3894731
2241,6220405
2246,3592554
2247,3410599
2248,9717364
2252,7227931
2253,5185835
2254,2437771
2255,9990998
2256,6283805
2257,3792115
2258,6981991
2260,3280987
2261,9760088
2265,5747548
2266,8926441
2267,4937270
2272,7689895
2275,6832030
2282,4791098
2283,4802542
2285,6187660
2286,4675032
2287,8167376
2290,3889268
2296,9189623
2297,8680406
2298,6908916
2299,5232586
2301,6464090
2302,5042580
2304,3300130
2307,5515469
2311,5703140
2312,8512862
2313,5070639
2315,2421871
2321,8241034
2322,1872400
2328,7693181
2331,1966695
2332,5153092
2334,6742225
2335,3681894
2337,6840924
2339,2717104
2349,2265213
2351,8009134
2352,6296731
2353,5398511
2359,1609300
2361,1615190
2362,9844964
2365,2288230
2366,4237720
2376,6239533
2377,2470090
2378,6605275
2379,2179686
2381,6081235
2384,2717396
2386,7362400
2390,6936922
2393,2890351
2394,9002076
2399,6463747
2400,9061232
2401,4115293
2402,5533721
2403,9797113
2404,3309505
2405,6145211
2407,4694549
2411,8160818
2412,7732525
2415,4770211
2424,3457489
2429,2977929
2434,6568405
2436,2926939
2437,7388991
2438,8021912
2441,8094018
2445,9796639
2446,8502704
2447,9500064
2449,2944406
2451,4142959
2452,3368293
2454,5528334
2455,9858220
2456,2589498
2459,3778777
2469,6672247
2470,3233641
2475,2627562
2476,6441322
2479,1728891
2480,7410072
2482,8343586
2488,3401653
2490,2553205
2493,6673271
2494,6558691
2499,5264657
2502,6191098
2503,4858045
2509,4663493
2510,1146610
2512,6220585
2513,3128441
2517,5610607
2518,4785897
2524,2413354
2528,5049077
2533,6163562
2536,7044606
2537,7785029
2544,8287357
2545,7161913
2548,6318588
2550,9412902
2551,7579032
2552,8413868
2556,2432897
2557,1298532
2562,9339634
2563,8337500
2564,3498722
2570,4670787
2572,2771385
2573,8561749
2574,4230330
2576,3147636
2581,9658213
2586,8114614
2588,9868142
2589,3428969
2590,2664866
2594,7687628
2596,4007401
2597,1677591
2598,7262272
2599,2982647
2602,7820895
2603,9802759
2604,6029851
2606,1236925
2607,5386972
2612,8912257
2614,5716025
2616,4097477
2621,3573175
2624,4244954
2627,8514437
2630,2437211
2632,1917037
2633,7689581
2634,4296677
2636,3415635
2638,9041606
2641,8445226
2642,2011207
2643,9488596
2644,9410794
2659,4018027
2661,8227931
2663,1659147
2665,4730003
2669,1419248
2670,1476227
2671,3895975
2674,7248231
2680,6741643
2683,5842958
2685,4338883
2691,2858135
2692,9826208
2693,3375877
2694,4979286
2698,7467421
2699,8148457
2701,6067968
2704,8773371
2708,2963876
2711,4599877
2715,5600165
2716,2152760
2717,9494509
2718,6552343
2719,9937912
2721,2245496
2725,8507176
2727,4983559
2730,9576697
2731,6059655
2732,1479885
2734,1654820
2738,1112537
2745,1198755
2746,8623940
2747,4070393
2749,7680207
2750,5328688
2752,3022377
2753,3323423
2754,1174706
2759,6504935
2760,4269754
2764,3333993
2767,2368058
2768,6349611
2770,7359081
2771,8154296
2772,2887569
2775,2062985
2777,7576927
2779,1748245
2782,2105574
2786,1656086
2787,8570435
2788,1804418
2792,8707042
2796,9240098
2798,7086230
2801,3682093
2806,1237652
2807,9357660
2810,5512161
2811,3953870
2816,9340922
2817,1816899
2821,4494439
2822,2676384
2825,4426435
2826,6062836
2829,9043357
2835,7389029
2836,5156207
2837,9591670
2838,1403171
2840,2375500
2841,6443851
2842,8716872
2843,1814318
2849,7952144
2850,3197227
2852,2503781
2853,8187813
2855,8016881
2857,8138070
2858,9198569
2859,3059507
2860,8336715
2863,8470131
2867,8776914
2869,8040070
2870,3123595
2873,1462336
2874,9424108
2876,5319764
2879,7634127
2883,9302647
2885,2478905
2893,4142228
2896,2320350
2897,6100557
2898,2083898
2901,8284530
2907,4951050
2911,6928516
2915,8956955
2919,9225926
2922,8216455
2926,8990111
2928,4636247
2930,4954683
2935,9249527
2936,6972661
2939,2917548
2947,2576362
2953,8751206
2957,9552647
2960,4886603
2962,7932741
2963,6414003
2967,7646606
2970,1811997
2977,4513727
2979,4214217
2981,7025564
2984,3290658
2985,2207875
2987,4454975
2989,1128700
2991,6788497
2992,8534153
2998,5591785
3002,3960652
3003,5861642
3004,6270791
3010,9562965
3016,3756483
3019,9503517
3023,5900222
3024,1381817
3025,3967050
3026,7987903
3027,2966192
3028,2114445
3029,8670062
3034,3697306
3035,5337432
3038,9256921
3041,3297501
3042,9098429
3043,9856725
3044,4898520
3051,2850141
3056,5241072
3059,2617352
3061,8950013
3062,6061003
3063,4121942
3067,5167885
3071,9926897
3072,6003430
3073,5293011
3077,3189428
3079,6980326
3083,5407920
3085,6899813
3090,2711645
3091,7394534
3092,8674649
3094,7027135
3100,7906381
3101,2794400
3104,3164971
3107,6916271
3108,7928549
3109,9386569
3112,7163169
3114,5698441
3116,7249609
3118,5310717
3121,2206848
3122,4103707
3125,8681293
3130,3830474
3134,9075252
3135,2326222
3136,9826952
3137,6020401
3138,2895294
3140,8449687
3141,7683634
3143,9403488
3148,1177667
3152,3213771
3153,8748699
3154,3911209
3157,8896461
3158,5087924
3160,8799242
3167,3949737
3168,6029902
3169,8209595
3170,6411303
3171,5815425
3172,9129102
3177,6149937
3181,1405818
3182,2932854
3186,2467118
3189,3356965
3191,3824729
3195,9872019
3200,9684796
3204,9247663
3214,9495789
3218,5812245
3222,7504245
3224,2015326
3227,9070263
3229,5331722
3232,1846656
3235,6691564
3236,6994771
3238,6016681
3239,9850810
3243,8686990
3245,3546740
3250,5899787
3251,5203927
3254,1617537
3256,7844145
3258,1996649
3259,1478629
3261,3514082
3262,7878155
3263,2505324
3268,1460336
3269,5209149
3272,6202359
3278,4819255
3279,3443301
3284,5191913
3285,9273345
3287,1699116
3299,5116290
3300,3983870
3307,4680480
3308,3668256
3309,5929314
3311,1245533
3314,6601865
3317,4676523
3318,5221767
3319,8537602
3320,2965710
3322,6853166
3324,8642219
3338,5916217
3339,5134683
3344,8440367
3346,2520768
3347,7255514
3348,4962514
3351,9031929
3353,4729714
3354,2229623
3355,7145455
3363,8467465
3366,6052746
3369,3627975
3372,5368897
3378,9561585
3379,1739058
3380,1377272
3383,2245329
3385,7286256
3389,2719925
3394,6557014
3397,5961175
3399,4288035
3400,3081567
3401,8559241
3408,9225822
3410,7051104
3411,4073061
3412,6923370
3414,3745524
3416,4452073
3417,6926175
3418,9678495
3420,5464790
3424,9220867
3425,4615051
3427,7101979
3430,3817628
3432,2716700
3434,8961136
3437,9196419
3439,6805553
3441,3012602
3442,6856447
3449,4730495
3450,1582577
3454,8147520
3456,9610585
3457,5816078
3459,7507960
3466,3992188
3467,9910027
3471,9960168
3473,6950845
3474,5560025
3475,3445390
3476,7683918
3477,7304263
3478,9072756
3480,8593480
3481,8163767
3482,9805749
3486,4877365
3488,2163118
3489,1646108
3492,5488208
3494,1589947
3495,8392751
3496,9180990
3500,9451707
3501,7693326
3505,2720830
3506,3707647
3507,6946773
3511,2924901
3512,8683648
3515,4430610
3528,8507223
3531,8587272
3532,2003911
3533,7529453
3535,9995050
3539,7981670
3544,6943965
3545,2340300
3548,5954765
3549,2343832
3562,5112535
3569,5956432
3573,5029861
3578,4848054
3581,5792720
